"R0","N","yr","remaining"
1.5,10,33.5369863013699,0.148466804090218
1.5,10,33.7013698630137,0.148674989950766
1.5,10,33.8657534246575,0.146344815648644
1.5,10,34.0301369863014,0.143595308550952
1.5,10,34.1945205479452,0.138488964627306
1.5,10,34.358904109589,0.138597330491613
1.5,10,34.5232876712329,0.137556313811861
1.5,10,34.6876712328767,0.132891982541353
1.5,10,34.8520547945205,0.13509941887324
1.5,10,35.0164383561644,0.13555371975727
1.5,10,35.1808219178082,0.140518131862518
1.5,10,35.3452054794521,0.13742209345042
1.5,10,35.5095890410959,0.132844940154275
1.5,10,35.6739726027397,0.133511455926203
1.5,10,35.8383561643836,0.129764452452425
1.5,10,36.0027397260274,0.129094458899785
1.5,10,36.1671232876712,0.132383377621046
1.5,10,36.3315068493151,0.127874163392688
1.5,10,36.4958904109589,0.125700116589986
1.5,10,36.6602739726027,0.124716230571705
1.5,10,36.8246575342466,0.127654312001096
1.5,10,36.9890410958904,0.127489842255311
1.5,10,37.1534246575342,0.128330497401882
1.5,10,37.3178082191781,0.126252158882227
1.5,10,37.4821917808219,0.124608737290787
1.5,10,37.6465753424658,0.121299970767985
1.5,10,37.8109589041096,0.114537508993173
1.5,10,37.9753424657534,0.114398541107189
1.5,10,38.1397260273973,0.113191330839191
1.5,10,38.3041095890411,0.116306611923185
1.5,10,38.4684931506849,0.119393111285953
1.5,10,38.6328767123288,0.117164816166147
1.5,10,38.7972602739726,0.116398183542125
1.5,10,38.9616438356164,0.111983067104039
1.5,10,39.1260273972603,0.10959353950433
1.5,10,39.2904109589041,0.110435749332828
1.5,10,39.4547945205479,0.110956789638745
1.5,10,39.6191780821918,0.113556879875068
1.5,10,39.7835616438356,0.10724997006823
1.5,10,39.9479452054794,0.108053081795624
1.5,10,40.1123287671233,0.104612798788594
1.5,10,40.2767123287671,0.105941058471648
1.5,10,40.441095890411,0.106134903528055
1.5,10,40.6054794520548,0.105946821774389
1.5,10,40.7698630136986,0.10599567782951
1.5,10,40.9342465753425,0.0999557718632611
1.5,10,41.0986301369863,0.0945322305199149
1.5,10,41.2630136986301,0.0952515757756946
1.5,10,41.427397260274,0.0932826355235884
1.5,10,41.5917808219178,0.0944518137616869
1.5,10,41.7561643835616,0.0870152137291701
1.5,10,41.9205479452055,0.0906492570745496
1.5,10,42.0849315068493,0.0878977610586105
1.5,10,42.2493150684932,0.0844107851292562
1.5,10,42.413698630137,0.0818986027488791
1.5,10,42.5780821917808,0.0799379175119242
1.5,10,42.7424657534247,0.0836968982125783
1.5,10,42.9068493150685,0.088076522341382
1.5,10,43.0712328767123,0.0921502254250983
1.5,10,43.2356164383562,0.0912696510848142
1.5,10,43.4,0.0874429337444378
1.5,10,43.5643835616438,0.08481960247176
1.5,10,43.7287671232877,0.0863211200123288
1.5,10,43.8931506849315,0.0878460417414807
1.5,10,44.0575342465753,0.0863063970404161
1.5,10,44.2219178082192,0.0847577611599913
1.5,10,44.386301369863,0.0874160745096592
1.5,10,44.5506849315069,0.0870256936049868
1.5,10,44.7150684931507,0.0887166478235576
1.5,10,44.8794520547945,0.0891766467762654
1.5,10,45.0438356164384,0.0955207332523137
1.5,10,45.2082191780822,0.0976185442363895
1.5,10,45.372602739726,0.0972118014728788
1.5,10,45.5369863013699,0.0951652900207392
1.5,10,45.7013698630137,0.0864807720610463
1.5,10,45.8657534246575,0.0838482760884758
1.5,10,46.0301369863014,0.084048835046081
1.5,10,46.1945205479452,0.0867108112631297
1.5,10,46.358904109589,0.084472216203691
1.5,10,46.5232876712329,0.0890781511298961
1.5,10,46.6876712328767,0.0862198202611059
1.5,10,46.8520547945205,0.0883848871419803
1.5,10,47.0164383561644,0.0859177335713976
1.5,10,47.1808219178082,0.0862652578375725
1.5,10,47.3452054794521,0.087460684579416
1.5,10,47.5095890410959,0.0830255113040101
1.5,10,47.6739726027397,0.076556323742004
1.5,10,47.8383561643836,0.0766291475810664
1.5,10,48.0027397260274,0.0761428561584256
1.5,10,48.1671232876712,0.0759476455485808
1.5,10,48.3315068493151,0.0835295664884464
1.5,10,48.4958904109589,0.0803279735785157
1.5,10,48.6602739726027,0.0777375717067177
1.5,10,48.8246575342466,0.0829888275753176
1.5,10,48.9890410958904,0.0823049976614961
1.5,10,49.1534246575342,0.0895824827791685
1.5,10,49.3178082191781,0.0877556273109171
1.5,10,49.4821917808219,0.0803768672177315
1.5,10,49.6465753424658,0.0807059018120659
1.5,10,49.8109589041096,0.074143117618909
1.5,10,49.9753424657534,0.0716261660591472
1.5,20,0.00273972602739726,0.999954443928437
1.5,20,0.167123287671233,0.996130351192501
1.5,20,0.331506849315069,0.993324427394248
1.5,20,0.495890410958904,0.992085376273846
1.5,20,0.66027397260274,0.988127887377082
1.5,20,0.824657534246575,0.977035646395279
1.5,20,0.989041095890411,0.972098482799257
1.5,20,1.15342465753425,0.963728774491503
1.5,20,1.31780821917808,0.95823657471069
1.5,20,1.48219178082192,0.949574391815099
1.5,20,1.64657534246575,0.935467357401791
1.5,20,1.81095890410959,0.923770255196688
1.5,20,1.97534246575342,0.918402512038741
1.5,20,2.13972602739726,0.905611780689008
1.5,20,2.3041095890411,0.89467856584715
1.5,20,2.46849315068493,0.884250638478146
1.5,20,2.63287671232877,0.879497258283947
1.5,20,2.7972602739726,0.86251387238229
1.5,20,2.96164383561644,0.853902842676197
1.5,20,3.12602739726027,0.846234918853027
1.5,20,3.29041095890411,0.83848339697628
1.5,20,3.45479452054795,0.825948949952845
1.5,20,3.61917808219178,0.816170425586232
1.5,20,3.78356164383562,0.808279236219959
1.5,20,3.94794520547945,0.796483033230868
1.5,20,4.11232876712329,0.793572848224466
1.5,20,4.27671232876712,0.784430607978464
1.5,20,4.44109589041096,0.775195729610319
1.5,20,4.60547945205479,0.760214979967322
1.5,20,4.76986301369863,0.754721543575356
1.5,20,4.93424657534247,0.74874608423159
1.5,20,5.0986301369863,0.73514301458892
1.5,20,5.26301369863014,0.731268115738053
1.5,20,5.42739726027397,0.721204845786172
1.5,20,5.59178082191781,0.716378297196074
1.5,20,5.75616438356164,0.710977013542033
1.5,20,5.92054794520548,0.700093042073098
1.5,20,6.08493150684932,0.690402092666634
1.5,20,6.24931506849315,0.687650054249155
1.5,20,6.41369863013699,0.682173838643304
1.5,20,6.57808219178082,0.674519697025873
1.5,20,6.74246575342466,0.672167483004769
1.5,20,6.90684931506849,0.667016058262087
1.5,20,7.07123287671233,0.662176743130728
1.5,20,7.23561643835616,0.657361447938613
1.5,20,7.4,0.650186785314378
1.5,20,7.56438356164384,0.646592851871691
1.5,20,7.72876712328767,0.640993377726176
1.5,20,7.89315068493151,0.635184669424947
1.5,20,8.05753424657534,0.628887691389655
1.5,20,8.22191780821918,0.624087418372885
1.5,20,8.38630136986301,0.619077935308645
1.5,20,8.55068493150685,0.611793843213869
1.5,20,8.71506849315069,0.610660583482887
1.5,20,8.87945205479452,0.60310505766507
1.5,20,9.04383561643836,0.596963703871376
1.5,20,9.20821917808219,0.595038710415855
1.5,20,9.37260273972603,0.581489533264968
1.5,20,9.53698630136986,0.573840011942124
1.5,20,9.7013698630137,0.571813085809622
1.5,20,9.86575342465753,0.563031782739827
1.5,20,10.0301369863014,0.556334723186733
1.5,20,10.1945205479452,0.549205747467287
1.5,20,10.358904109589,0.549779627838596
1.5,20,10.5232876712329,0.546736857257318
1.5,20,10.6876712328767,0.541546293655145
1.5,20,10.8520547945205,0.541739648215513
1.5,20,11.0164383561644,0.535914620740085
1.5,20,11.1808219178082,0.532388196724271
1.5,20,11.3452054794521,0.524749907215443
1.5,20,11.5095890410959,0.520836473482015
1.5,20,11.6739726027397,0.515809454907694
1.5,20,11.8383561643836,0.515260212448627
1.5,20,12.0027397260274,0.505106078892876
1.5,20,12.1671232876712,0.497206280021101
1.5,20,12.3315068493151,0.495777212942543
1.5,20,12.4958904109589,0.489151235667304
1.5,20,12.6602739726027,0.484851671964114
1.5,20,12.8246575342466,0.47905104200259
1.5,20,12.9890410958904,0.479893156423851
1.5,20,13.1534246575342,0.4759945148228
1.5,20,13.3178082191781,0.469612516184225
1.5,20,13.4821917808219,0.468306490145731
1.5,20,13.6465753424658,0.468137967021658
1.5,20,13.8109589041096,0.463608700757124
1.5,20,13.9753424657534,0.463165926800149
1.5,20,14.1397260273973,0.458692143726652
1.5,20,14.3041095890411,0.453229316976517
1.5,20,14.4684931506849,0.448577339223301
1.5,20,14.6328767123288,0.447031306956611
1.5,20,14.7972602739726,0.439114784112708
1.5,20,14.9616438356164,0.437451451893345
1.5,20,15.1260273972603,0.436313959687428
1.5,20,15.2904109589041,0.431322576509125
1.5,20,15.4547945205479,0.428466141948684
1.5,20,15.6191780821918,0.423125351797606
1.5,20,15.7835616438356,0.420388857250886
1.5,20,15.9479452054795,0.41788184046798
1.5,20,16.1123287671233,0.414556586640645
1.5,20,16.2767123287671,0.409622780422825
1.5,20,16.441095890411,0.404327080657212
1.5,20,16.6054794520548,0.398497018325938
1.5,20,16.7698630136986,0.397396438214846
1.5,20,16.9342465753425,0.396587836754091
1.5,20,17.0986301369863,0.390722040069932
1.5,20,17.2630136986301,0.386029619445945
1.5,20,17.427397260274,0.384310716173357
1.5,20,17.5917808219178,0.38423537919367
1.5,20,17.7561643835616,0.378252383161118
1.5,20,17.9205479452055,0.373140098339776
1.5,20,18.0849315068493,0.371164787269562
1.5,20,18.2493150684931,0.366227737506788
1.5,20,18.413698630137,0.361764246519628
1.5,20,18.5780821917808,0.358473919837866
1.5,20,18.7424657534247,0.353214761864421
1.5,20,18.9068493150685,0.351086547080151
1.5,20,19.0712328767123,0.349230576729725
1.5,20,19.2356164383562,0.348873363003117
1.5,20,19.4,0.344740287485533
1.5,20,19.5643835616438,0.340715224542289
1.5,20,19.7287671232877,0.335548993747999
1.5,20,19.8931506849315,0.331881997232914
1.5,20,20.0575342465753,0.333109601188654
1.5,20,20.2219178082192,0.328337833548264
1.5,20,20.386301369863,0.327323162307233
1.5,20,20.5506849315069,0.323151548238256
1.5,20,20.7150684931507,0.32101576995905
1.5,20,20.8794520547945,0.319972477292728
1.5,20,21.0438356164384,0.314888436904742
1.5,20,21.2082191780822,0.311501880831978
1.5,20,21.372602739726,0.308399006602855
1.5,20,21.5369863013699,0.301048648379367
1.5,20,21.7013698630137,0.297051153020489
1.5,20,21.8657534246575,0.292596554338514
1.5,20,22.0301369863014,0.289272782456975
1.5,20,22.1945205479452,0.285534894286937
1.5,20,22.358904109589,0.284604858969111
1.5,20,22.5232876712329,0.278604830486744
1.5,20,22.6876712328767,0.272924878969933
1.5,20,22.8520547945205,0.271119782257307
1.5,20,23.0164383561644,0.267831764972079
1.5,20,23.1808219178082,0.268767242433434
1.5,20,23.3452054794521,0.267571388052998
1.5,20,23.5095890410959,0.265901792789623
1.5,20,23.6739726027397,0.267308423262251
1.5,20,23.8383561643836,0.263873305775382
1.5,20,24.0027397260274,0.261958082916777
1.5,20,24.1671232876712,0.261385824477872
1.5,20,24.3315068493151,0.26053055576722
1.5,20,24.4958904109589,0.26234872205489
1.5,20,24.6602739726027,0.26274762414473
1.5,20,24.8246575342466,0.259579954678962
1.5,20,24.9890410958904,0.260245667418853
1.5,20,25.1534246575342,0.259961400682684
1.5,20,25.3178082191781,0.260049517724835
1.5,20,25.4821917808219,0.257399515331675
1.5,20,25.6465753424658,0.25495698561243
1.5,20,25.8109589041096,0.252610142603569
1.5,20,25.9753424657534,0.251360018536277
1.5,20,26.1397260273973,0.246973760744332
1.5,20,26.3041095890411,0.242585843230997
1.5,20,26.4684931506849,0.239691041544151
1.5,20,26.6328767123288,0.236465544358338
1.5,20,26.7972602739726,0.233817264696623
1.5,20,26.9616438356164,0.233406246402219
1.5,20,27.1260273972603,0.233238157574803
1.5,20,27.2904109589041,0.23384364870514
1.5,20,27.4547945205479,0.231633497587953
1.5,20,27.6191780821918,0.228446464444415
1.5,20,27.7835616438356,0.224777636009234
1.5,20,27.9479452054795,0.22350951942584
1.5,20,28.1123287671233,0.221546658497613
1.5,20,28.2767123287671,0.216220735187361
1.5,20,28.441095890411,0.214953417718187
1.5,20,28.6054794520548,0.213511648407347
1.5,20,28.7698630136986,0.210803872254175
1.5,20,28.9342465753425,0.209258912067118
1.5,20,29.0986301369863,0.20779073258713
1.5,20,29.2630136986301,0.208152171156861
1.5,20,29.427397260274,0.207209551759197
1.5,20,29.5917808219178,0.206445963985971
1.5,20,29.7561643835616,0.205314356327415
1.5,20,29.9205479452055,0.203807190081412
1.5,20,30.0849315068493,0.201300780992384
1.5,20,30.2493150684931,0.200238885100268
1.5,20,30.413698630137,0.199355543131705
1.5,20,30.5780821917808,0.199184424818915
1.5,20,30.7424657534247,0.195790907306192
1.5,20,30.9068493150685,0.195392550586006
1.5,20,31.0712328767123,0.195776907870876
1.5,20,31.2356164383562,0.194609285931233
1.5,20,31.4,0.193243225988257
1.5,20,31.5643835616438,0.191015019242822
1.5,20,31.7287671232877,0.188032563372789
1.5,20,31.8931506849315,0.186642946427054
1.5,20,32.0575342465753,0.184120408778676
1.5,20,32.2219178082192,0.182086837693097
1.5,20,32.386301369863,0.179382591297118
1.5,20,32.5506849315069,0.181910112786349
1.5,20,32.7150684931507,0.180059735232687
1.5,20,32.8794520547945,0.177621123783225
1.5,20,33.0438356164384,0.177210769718904
1.5,20,33.2082191780822,0.175243937416208
1.5,20,33.372602739726,0.17294602016434
1.5,20,33.5369863013699,0.172660153465292
1.5,20,33.7013698630137,0.170453878087412
1.5,20,33.8657534246575,0.169230245850334
1.5,20,34.0301369863014,0.168180209861909
1.5,20,34.1945205479452,0.166665605013765
1.5,20,34.358904109589,0.164216016898409
1.5,20,34.5232876712329,0.157908960159798
1.5,20,34.6876712328767,0.152842803171969
1.5,20,34.8520547945205,0.152062715740149
1.5,20,35.0164383561644,0.151808987435857
1.5,20,35.1808219178082,0.150822472382309
1.5,20,35.3452054794521,0.149135435982153
1.5,20,35.5095890410959,0.149580175447574
1.5,20,35.6739726027397,0.14754289142802
1.5,20,35.8383561643836,0.148916375778942
1.5,20,36.0027397260274,0.150658461221484
1.5,20,36.1671232876712,0.151042869251201
1.5,20,36.3315068493151,0.152112765956858
1.5,20,36.4958904109589,0.154007800597911
1.5,20,36.6602739726027,0.153499467822228
1.5,20,36.8246575342466,0.153406543447735
1.5,20,36.9890410958904,0.151518881812106
1.5,20,37.1534246575342,0.149132119038572
1.5,20,37.3178082191781,0.146189798649001
1.5,20,37.4821917808219,0.144219531090173
1.5,20,37.6465753424658,0.143144725551276
1.5,20,37.8109589041096,0.141286221682849
1.5,20,37.9753424657534,0.141282710109738
1.5,20,38.1397260273973,0.1408731292093
1.5,20,38.3041095890411,0.140617911594714
1.5,20,38.4684931506849,0.141059651039401
1.5,20,38.6328767123288,0.141171886636838
1.5,20,38.7972602739726,0.141528273685044
1.5,20,38.9616438356164,0.140891752035134
1.5,20,39.1260273972603,0.13731675374177
1.5,20,39.2904109589041,0.136721098018346
1.5,20,39.4547945205479,0.136877983904932
1.5,20,39.6191780821918,0.13515155398713
1.5,20,39.7835616438356,0.133273062115993
1.5,20,39.9479452054794,0.133440009224573
1.5,20,40.1123287671233,0.132600857510388
1.5,20,40.2767123287671,0.131002901628394
1.5,20,40.441095890411,0.126587858269863
1.5,20,40.6054794520548,0.123002090497468
1.5,20,40.7698630136986,0.12430928082044
1.5,20,40.9342465753425,0.121258407033208
1.5,20,41.0986301369863,0.121928469671553
1.5,20,41.2630136986301,0.120766184458755
1.5,20,41.427397260274,0.118495977807225
1.5,20,41.5917808219178,0.117551550284802
1.5,20,41.7561643835616,0.118385284406513
1.5,20,41.9205479452055,0.116258570182575
1.5,20,42.0849315068493,0.112876299277397
1.5,20,42.2493150684932,0.110938369106531
1.5,20,42.413698630137,0.107773125043827
1.5,20,42.5780821917808,0.106636321675516
1.5,20,42.7424657534247,0.104625324640555
1.5,20,42.9068493150685,0.103855360684095
1.5,20,43.0712328767123,0.1032458580832
1.5,20,43.2356164383562,0.102405927773414
1.5,20,43.4,0.0993865072203764
1.5,20,43.5643835616438,0.10079011996453
1.5,20,43.7287671232877,0.0999119970020865
1.5,20,43.8931506849315,0.101288794305661
1.5,20,44.0575342465753,0.0996686349885301
1.5,20,44.2219178082192,0.10082709260325
1.5,20,44.386301369863,0.102411852625997
1.5,20,44.5506849315069,0.101431973286555
1.5,20,44.7150684931507,0.100921275678606
1.5,20,44.8794520547945,0.100386282259498
1.5,20,45.0438356164384,0.0974254601382989
1.5,20,45.2082191780822,0.0969095133305082
1.5,20,45.372602739726,0.0959083498838172
1.5,20,45.5369863013699,0.0960150761717054
1.5,20,45.7013698630137,0.0966444958916909
1.5,20,45.8657534246575,0.0947529998950703
1.5,20,46.0301369863014,0.0952907104122915
1.5,20,46.1945205479452,0.0967907763478278
1.5,20,46.358904109589,0.0981640007290631
1.5,20,46.5232876712329,0.0962602952823101
1.5,20,46.6876712328767,0.0963793166867223
1.5,20,46.8520547945205,0.0941412462268016
1.5,20,47.0164383561644,0.0922941478614769
1.5,20,47.1808219178082,0.0934616362314234
1.5,20,47.3452054794521,0.0915375389721945
1.5,20,47.5095890410959,0.0912359206411302
1.5,20,47.6739726027397,0.0911299612033908
1.5,20,47.8383561643836,0.086992668040749
1.5,20,48.0027397260274,0.0866088172167329
1.5,20,48.1671232876712,0.0860684347630646
1.5,20,48.3315068493151,0.0862122753138404
1.5,20,48.4958904109589,0.0861444037642641
1.5,20,48.6602739726027,0.0866629711062423
1.5,20,48.8246575342466,0.0870133830479773
1.5,20,48.9890410958904,0.0861325062425628
1.5,20,49.1534246575342,0.0857287597857977
1.5,20,49.3178082191781,0.0840666978745869
1.5,20,49.4821917808219,0.0838159213968457
1.5,20,49.6465753424658,0.0821289901619152
1.5,20,49.8109589041096,0.0806463113255379
1.5,20,49.9753424657534,0.0794505146497785
1.5,50,0.00273972602739726,1.0000179817816
1.5,50,0.167123287671233,0.998353225506702
1.5,50,0.331506849315069,0.997940018089965
1.5,50,0.495890410958904,0.996756888795889
1.5,50,0.66027397260274,0.992578172288659
1.5,50,0.824657534246575,0.985215714894389
1.5,50,0.989041095890411,0.976206791484202
1.5,50,1.15342465753425,0.965792374794235
1.5,50,1.31780821917808,0.952806389369014
1.5,50,1.48219178082192,0.941298450541688
1.5,50,1.64657534246575,0.930630219770462
1.5,50,1.81095890410959,0.921490147695377
1.5,50,1.97534246575342,0.912502747654695
1.5,50,2.13972602739726,0.904154265757485
1.5,50,2.3041095890411,0.896843581498288
1.5,50,2.46849315068493,0.888866006881793
1.5,50,2.63287671232877,0.880186628951474
1.5,50,2.7972602739726,0.869594796403205
1.5,50,2.96164383561644,0.860836457758408
1.5,50,3.12602739726027,0.8504078735519
1.5,50,3.29041095890411,0.839801659891155
1.5,50,3.45479452054795,0.832258191999913
1.5,50,3.61917808219178,0.824092933988138
1.5,50,3.78356164383562,0.816640196858633
