"R0","N","yr","p_free_vx"
1.5,10,25.1534246575342,0.878
1.5,10,25.3178082191781,0.879
1.5,10,25.4821917808219,0.8825
1.5,10,25.6465753424658,0.8845
1.5,10,25.8109589041096,0.8865
1.5,10,25.9753424657534,0.888
1.5,10,26.1397260273973,0.889
1.5,10,26.3041095890411,0.891445722861431
1.5,10,26.4684931506849,0.893446723361681
1.5,10,26.6328767123288,0.894947473736868
1.5,10,26.7972602739726,0.895947973986994
1.5,10,26.9616438356164,0.896948474237119
1.5,10,27.1260273972603,0.897448724362181
1.5,10,27.2904109589041,0.899449724862431
1.5,10,27.4547945205479,0.900950475237619
1.5,10,27.6191780821918,0.903
1.5,10,27.7835616438356,0.903
1.5,10,27.9479452054795,0.904
1.5,10,28.1123287671233,0.9065
1.5,10,28.2767123287671,0.9085
1.5,10,28.441095890411,0.91
1.5,10,28.6054794520548,0.9105
1.5,10,28.7698630136986,0.912
1.5,10,28.9342465753425,0.912
1.5,10,29.0986301369863,0.914
1.5,10,29.2630136986301,0.9165
1.5,10,29.427397260274,0.9185
1.5,10,29.5917808219178,0.9195
1.5,10,29.7561643835616,0.9205
1.5,10,29.9205479452055,0.922
1.5,10,30.0849315068493,0.9235
1.5,10,30.2493150684931,0.924
1.5,10,30.413698630137,0.927
1.5,10,30.5780821917808,0.9285
1.5,10,30.7424657534247,0.9295
1.5,10,30.9068493150685,0.931
1.5,10,31.0712328767123,0.932
1.5,10,31.2356164383562,0.9335
1.5,10,31.4,0.9345
1.5,10,31.5643835616438,0.937
1.5,10,31.7287671232877,0.938
1.5,10,31.8931506849315,0.9385
1.5,10,32.0575342465753,0.9395
1.5,10,32.2219178082192,0.9405
1.5,10,32.386301369863,0.941
1.5,10,32.5506849315069,0.9425
1.5,10,32.7150684931507,0.9435
1.5,10,32.8794520547945,0.9435
1.5,10,33.0438356164384,0.9435
1.5,10,33.2082191780822,0.9435
1.5,10,33.372602739726,0.9455
1.5,10,33.5369863013699,0.946
1.5,10,33.7013698630137,0.9465
1.5,10,33.8657534246575,0.9465
1.5,10,34.0301369863014,0.947
1.5,10,34.1945205479452,0.9485
1.5,10,34.358904109589,0.9495
1.5,10,34.5232876712329,0.9505
1.5,10,34.6876712328767,0.9515
1.5,10,34.8520547945205,0.951975987993997
1.5,10,35.0164383561644,0.9525
1.5,10,35.1808219178082,0.954
1.5,10,35.3452054794521,0.9555
1.5,10,35.5095890410959,0.9565
1.5,10,35.6739726027397,0.957
1.5,10,35.8383561643836,0.9585
1.5,10,36.0027397260274,0.9585
1.5,10,36.1671232876712,0.96
1.5,10,36.3315068493151,0.9625
1.5,10,36.4958904109589,0.9625
1.5,10,36.6602739726027,0.9625
1.5,10,36.8246575342466,0.963
1.5,10,36.9890410958904,0.963
1.5,10,37.1534246575342,0.9645
1.5,10,37.3178082191781,0.9645
1.5,10,37.4821917808219,0.9645
1.5,10,37.6465753424658,0.9665
1.5,10,37.8109589041096,0.967
1.5,10,37.9753424657534,0.9675
1.5,10,38.1397260273973,0.9675
1.5,10,38.3041095890411,0.9675
1.5,10,38.4684931506849,0.9675
1.5,10,38.6328767123288,0.969
1.5,10,38.7972602739726,0.9695
1.5,10,38.9616438356164,0.971
1.5,10,39.1260273972603,0.971
1.5,10,39.2904109589041,0.972
1.5,10,39.4547945205479,0.9735
1.5,10,39.6191780821918,0.9735
1.5,10,39.7835616438356,0.9735
1.5,10,39.9479452054794,0.974
1.5,10,40.1123287671233,0.9745
1.5,10,40.2767123287671,0.9745
1.5,10,40.441095890411,0.9745
1.5,10,40.6054794520548,0.9745
1.5,10,40.7698630136986,0.975
1.5,10,40.9342465753425,0.9755
1.5,10,41.0986301369863,0.9765
1.5,10,41.2630136986301,0.977
1.5,10,41.427397260274,0.978
1.5,10,41.5917808219178,0.979
1.5,10,41.7561643835616,0.979
1.5,10,41.9205479452055,0.98
1.5,10,42.0849315068493,0.9805
1.5,10,42.2493150684932,0.981
1.5,10,42.413698630137,0.9815
1.5,10,42.5780821917808,0.9815
1.5,10,42.7424657534247,0.9815
1.5,10,42.9068493150685,0.9815
1.5,10,43.0712328767123,0.9815
1.5,10,43.2356164383562,0.9815
1.5,10,43.4,0.9815
1.5,10,43.5643835616438,0.982
1.5,10,43.7287671232877,0.982
1.5,10,43.8931506849315,0.982
1.5,10,44.0575342465753,0.983
1.5,10,44.2219178082192,0.983
1.5,10,44.386301369863,0.983
1.5,10,44.5506849315069,0.983
1.5,10,44.7150684931507,0.983
1.5,10,44.8794520547945,0.983
1.5,10,45.0438356164384,0.983
1.5,10,45.2082191780822,0.983
1.5,10,45.372602739726,0.984
1.5,10,45.5369863013699,0.9845
1.5,10,45.7013698630137,0.9845
1.5,10,45.8657534246575,0.9845
1.5,10,46.0301369863014,0.985
1.5,10,46.1945205479452,0.985
1.5,10,46.358904109589,0.985
1.5,10,46.5232876712329,0.985
1.5,10,46.6876712328767,0.985
1.5,10,46.8520547945205,0.985
1.5,10,47.0164383561644,0.986
1.5,10,47.1808219178082,0.9865
1.5,10,47.3452054794521,0.9865
1.5,10,47.5095890410959,0.9865
1.5,10,47.6739726027397,0.987
1.5,10,47.8383561643836,0.987
1.5,10,48.0027397260274,0.9875
1.5,10,48.1671232876712,0.9875
1.5,10,48.3315068493151,0.988
1.5,10,48.4958904109589,0.9885
1.5,10,48.6602739726027,0.9885
1.5,10,48.8246575342466,0.989
1.5,10,48.9890410958904,0.9895
1.5,10,49.1534246575342,0.9895
1.5,10,49.3178082191781,0.9895
1.5,10,49.4821917808219,0.991
1.5,10,49.6465753424658,0.991
1.5,10,49.8109589041096,0.991
1.5,10,49.9753424657534,0.991
1.5,20,0.00273972602739726,0
1.5,20,0.167123287671233,0
1.5,20,0.331506849315069,0
1.5,20,0.495890410958904,0
1.5,20,0.66027397260274,0
1.5,20,0.824657534246575,0
1.5,20,0.989041095890411,0
1.5,20,1.15342465753425,0
1.5,20,1.31780821917808,0
1.5,20,1.48219178082192,0
1.5,20,1.64657534246575,0
1.5,20,1.81095890410959,0
1.5,20,1.97534246575342,5e-04
1.5,20,2.13972602739726,5e-04
1.5,20,2.3041095890411,0.001
1.5,20,2.46849315068493,0.002
1.5,20,2.63287671232877,0.002
1.5,20,2.7972602739726,0.0045
1.5,20,2.96164383561644,0.005
1.5,20,3.12602739726027,0.006
1.5,20,3.29041095890411,0.0075
1.5,20,3.45479452054795,0.0095
1.5,20,3.61917808219178,0.01
1.5,20,3.78356164383562,0.0115
1.5,20,3.94794520547945,0.013
1.5,20,4.11232876712329,0.0155
1.5,20,4.27671232876712,0.0165
1.5,20,4.44109589041096,0.02
1.5,20,4.60547945205479,0.022
1.5,20,4.76986301369863,0.023
1.5,20,4.93424657534247,0.025
1.5,20,5.0986301369863,0.0275
1.5,20,5.26301369863014,0.032
1.5,20,5.42739726027397,0.037
1.5,20,5.59178082191781,0.04
1.5,20,5.75616438356164,0.045
1.5,20,5.92054794520548,0.0475
1.5,20,6.08493150684932,0.05
1.5,20,6.24931506849315,0.0535
1.5,20,6.41369863013699,0.059
1.5,20,6.57808219178082,0.0655
1.5,20,6.74246575342466,0.069
1.5,20,6.90684931506849,0.0745
1.5,20,7.07123287671233,0.0785
1.5,20,7.23561643835616,0.0825
1.5,20,7.4,0.085
1.5,20,7.56438356164384,0.092
1.5,20,7.72876712328767,0.095
1.5,20,7.89315068493151,0.0965
1.5,20,8.05753424657534,0.103
1.5,20,8.22191780821918,0.112
1.5,20,8.38630136986301,0.1155
1.5,20,8.55068493150685,0.12
1.5,20,8.71506849315069,0.1265
1.5,20,8.87945205479452,0.1345
1.5,20,9.04383561643836,0.1415
1.5,20,9.20821917808219,0.1485
1.5,20,9.37260273972603,0.154
1.5,20,9.53698630136986,0.16
1.5,20,9.7013698630137,0.167
1.5,20,9.86575342465753,0.1715
1.5,20,10.0301369863014,0.181
1.5,20,10.1945205479452,0.1885
1.5,20,10.358904109589,0.194
1.5,20,10.5232876712329,0.1995
1.5,20,10.6876712328767,0.2045
1.5,20,10.8520547945205,0.2075
1.5,20,11.0164383561644,0.2125
1.5,20,11.1808219178082,0.216
1.5,20,11.3452054794521,0.222
1.5,20,11.5095890410959,0.228
1.5,20,11.6739726027397,0.236
1.5,20,11.8383561643836,0.241
1.5,20,12.0027397260274,0.249
1.5,20,12.1671232876712,0.2575
1.5,20,12.3315068493151,0.263
1.5,20,12.4958904109589,0.271
1.5,20,12.6602739726027,0.277
1.5,20,12.8246575342466,0.283
1.5,20,12.9890410958904,0.289
1.5,20,13.1534246575342,0.296
1.5,20,13.3178082191781,0.3035
1.5,20,13.4821917808219,0.3105
1.5,20,13.6465753424658,0.317
1.5,20,13.8109589041096,0.324
1.5,20,13.9753424657534,0.3255
1.5,20,14.1397260273973,0.3345
1.5,20,14.3041095890411,0.343
1.5,20,14.4684931506849,0.3515
1.5,20,14.6328767123288,0.3575
1.5,20,14.7972602739726,0.363
1.5,20,14.9616438356164,0.368
1.5,20,15.1260273972603,0.3735
1.5,20,15.2904109589041,0.38
1.5,20,15.4547945205479,0.39
1.5,20,15.6191780821918,0.399
1.5,20,15.7835616438356,0.405
1.5,20,15.9479452054795,0.41
1.5,20,16.1123287671233,0.4165
1.5,20,16.2767123287671,0.4235
1.5,20,16.441095890411,0.428
1.5,20,16.6054794520548,0.4315
1.5,20,16.7698630136986,0.4385
1.5,20,16.9342465753425,0.4435
1.5,20,17.0986301369863,0.4495
1.5,20,17.2630136986301,0.4575
1.5,20,17.427397260274,0.4605
1.5,20,17.5917808219178,0.465
1.5,20,17.7561643835616,0.4685
1.5,20,17.9205479452055,0.4745
1.5,20,18.0849315068493,0.481
1.5,20,18.2493150684931,0.4845
1.5,20,18.413698630137,0.489
1.5,20,18.5780821917808,0.4915
1.5,20,18.7424657534247,0.496
1.5,20,18.9068493150685,0.5025
1.5,20,19.0712328767123,0.509
1.5,20,19.2356164383562,0.515
1.5,20,19.4,0.522
1.5,20,19.5643835616438,0.5295
1.5,20,19.7287671232877,0.5355
1.5,20,19.8931506849315,0.5405
1.5,20,20.0575342465753,0.545
1.5,20,20.2219178082192,0.5525
1.5,20,20.386301369863,0.555
1.5,20,20.5506849315069,0.5625
1.5,20,20.7150684931507,0.568
1.5,20,20.8794520547945,0.5735
1.5,20,21.0438356164384,0.58
1.5,20,21.2082191780822,0.583
1.5,20,21.372602739726,0.5885
1.5,20,21.5369863013699,0.595
1.5,20,21.7013698630137,0.6005
1.5,20,21.8657534246575,0.606
1.5,20,22.0301369863014,0.609
1.5,20,22.1945205479452,0.6135
1.5,20,22.358904109589,0.617
1.5,20,22.5232876712329,0.6245
1.5,20,22.6876712328767,0.632
1.5,20,22.8520547945205,0.6375
1.5,20,23.0164383561644,0.6405
1.5,20,23.1808219178082,0.644
1.5,20,23.3452054794521,0.647
1.5,20,23.5095890410959,0.6545
1.5,20,23.6739726027397,0.658
1.5,20,23.8383561643836,0.664
1.5,20,24.0027397260274,0.667
1.5,20,24.1671232876712,0.6675
1.5,20,24.3315068493151,0.6695
1.5,20,24.4958904109589,0.674
1.5,20,24.6602739726027,0.678
1.5,20,24.8246575342466,0.682
1.5,20,24.9890410958904,0.6835
1.5,20,25.1534246575342,0.6855
1.5,20,25.3178082191781,0.689
1.5,20,25.4821917808219,0.6935
1.5,20,25.6465753424658,0.6965
1.5,20,25.8109589041096,0.699
1.5,20,25.9753424657534,0.701
1.5,20,26.1397260273973,0.706
1.5,20,26.3041095890411,0.7095
1.5,20,26.4684931506849,0.713
1.5,20,26.6328767123288,0.716
1.5,20,26.7972602739726,0.718
1.5,20,26.9616438356164,0.7215
1.5,20,27.1260273972603,0.7225
1.5,20,27.2904109589041,0.7275
1.5,20,27.4547945205479,0.7295
1.5,20,27.6191780821918,0.7345
1.5,20,27.7835616438356,0.7385
1.5,20,27.9479452054795,0.741
1.5,20,28.1123287671233,0.743
1.5,20,28.2767123287671,0.7475
1.5,20,28.441095890411,0.75
1.5,20,28.6054794520548,0.752
1.5,20,28.7698630136986,0.7565
1.5,20,28.9342465753425,0.758
1.5,20,29.0986301369863,0.7595
1.5,20,29.2630136986301,0.766
1.5,20,29.427397260274,0.7685
1.5,20,29.5917808219178,0.77
1.5,20,29.7561643835616,0.773
1.5,20,29.9205479452055,0.774
1.5,20,30.0849315068493,0.7765
1.5,20,30.2493150684931,0.7795
1.5,20,30.413698630137,0.7815
1.5,20,30.5780821917808,0.782
1.5,20,30.7424657534247,0.787
1.5,20,30.9068493150685,0.7895
1.5,20,31.0712328767123,0.7905
1.5,20,31.2356164383562,0.7935
1.5,20,31.4,0.7955
1.5,20,31.5643835616438,0.797
1.5,20,31.7287671232877,0.8
1.5,20,31.8931506849315,0.803
1.5,20,32.0575342465753,0.806
1.5,20,32.2219178082192,0.8115
1.5,20,32.386301369863,0.814
1.5,20,32.5506849315069,0.8155
1.5,20,32.7150684931507,0.8175
1.5,20,32.8794520547945,0.819
1.5,20,33.0438356164384,0.822
1.5,20,33.2082191780822,0.825
1.5,20,33.372602739726,0.826
1.5,20,33.5369863013699,0.829
1.5,20,33.7013698630137,0.8315
1.5,20,33.8657534246575,0.8335
1.5,20,34.0301369863014,0.836
1.5,20,34.1945205479452,0.839
1.5,20,34.358904109589,0.8415
1.5,20,34.5232876712329,0.8435
1.5,20,34.6876712328767,0.8455
1.5,20,34.8520547945205,0.8465
1.5,20,35.0164383561644,0.849
1.5,20,35.1808219178082,0.8505
1.5,20,35.3452054794521,0.8515
1.5,20,35.5095890410959,0.8535
1.5,20,35.6739726027397,0.8545
1.5,20,35.8383561643836,0.855
1.5,20,36.0027397260274,0.856
1.5,20,36.1671232876712,0.8565
1.5,20,36.3315068493151,0.8565
1.5,20,36.4958904109589,0.8575
1.5,20,36.6602739726027,0.8585
1.5,20,36.8246575342466,0.8595
1.5,20,36.9890410958904,0.861
1.5,20,37.1534246575342,0.8625
1.5,20,37.3178082191781,0.8635
1.5,20,37.4821917808219,0.8655
1.5,20,37.6465753424658,0.868
1.5,20,37.8109589041096,0.8685
1.5,20,37.9753424657534,0.8705
1.5,20,38.1397260273973,0.872
1.5,20,38.3041095890411,0.875
1.5,20,38.4684931506849,0.8765
1.5,20,38.6328767123288,0.8765
1.5,20,38.7972602739726,0.8775
1.5,20,38.9616438356164,0.8795
1.5,20,39.1260273972603,0.881
1.5,20,39.2904109589041,0.882
1.5,20,39.4547945205479,0.8835
1.5,20,39.6191780821918,0.884
1.5,20,39.7835616438356,0.8845
1.5,20,39.9479452054794,0.886
1.5,20,40.1123287671233,0.8885
1.5,20,40.2767123287671,0.889
1.5,20,40.441095890411,0.89
1.5,20,40.6054794520548,0.8915
1.5,20,40.7698630136986,0.8935
1.5,20,40.9342465753425,0.894
1.5,20,41.0986301369863,0.8965
1.5,20,41.2630136986301,0.898
1.5,20,41.427397260274,0.8995
1.5,20,41.5917808219178,0.9005
1.5,20,41.7561643835616,0.902
1.5,20,41.9205479452055,0.9035
1.5,20,42.0849315068493,0.9035
1.5,20,42.2493150684932,0.9045
1.5,20,42.413698630137,0.905
1.5,20,42.5780821917808,0.907
1.5,20,42.7424657534247,0.9085
1.5,20,42.9068493150685,0.9095
1.5,20,43.0712328767123,0.91
1.5,20,43.2356164383562,0.9105
1.5,20,43.4,0.9135
1.5,20,43.5643835616438,0.914
1.5,20,43.7287671232877,0.9145
1.5,20,43.8931506849315,0.9145
1.5,20,44.0575342465753,0.9155
1.5,20,44.2219178082192,0.9155
1.5,20,44.386301369863,0.9155
1.5,20,44.5506849315069,0.9155
1.5,20,44.7150684931507,0.917
1.5,20,44.8794520547945,0.918
1.5,20,45.0438356164384,0.9195
1.5,20,45.2082191780822,0.9205
1.5,20,45.372602739726,0.922
1.5,20,45.5369863013699,0.923
1.5,20,45.7013698630137,0.924
1.5,20,45.8657534246575,0.924
1.5,20,46.0301369863014,0.9245
1.5,20,46.1945205479452,0.9255
1.5,20,46.358904109589,0.9255
1.5,20,46.5232876712329,0.926
1.5,20,46.6876712328767,0.926
1.5,20,46.8520547945205,0.929
1.5,20,47.0164383561644,0.932
1.5,20,47.1808219178082,0.9325
1.5,20,47.3452054794521,0.9335
1.5,20,47.5095890410959,0.9335
1.5,20,47.6739726027397,0.9335
1.5,20,47.8383561643836,0.9345
1.5,20,48.0027397260274,0.9345
1.5,20,48.1671232876712,0.936
1.5,20,48.3315068493151,0.936
1.5,20,48.4958904109589,0.936
1.5,20,48.6602739726027,0.936
1.5,20,48.8246575342466,0.9365
1.5,20,48.9890410958904,0.9375
1.5,20,49.1534246575342,0.9385
1.5,20,49.3178082191781,0.939
1.5,20,49.4821917808219,0.94
1.5,20,49.6465753424658,0.9405
1.5,20,49.8109589041096,0.941
1.5,20,49.9753424657534,0.942
1.5,50,0.00273972602739726,0
1.5,50,0.167123287671233,0
1.5,50,0.331506849315069,0
1.5,50,0.495890410958904,0
1.5,50,0.66027397260274,0
1.5,50,0.824657534246575,0
1.5,50,0.989041095890411,0
1.5,50,1.15342465753425,0
1.5,50,1.31780821917808,0
1.5,50,1.48219178082192,0
1.5,50,1.64657534246575,0
1.5,50,1.81095890410959,0
1.5,50,1.97534246575342,0
1.5,50,2.13972602739726,0
1.5,50,2.3041095890411,0
1.5,50,2.46849315068493,0
1.5,50,2.63287671232877,0
1.5,50,2.7972602739726,0
1.5,50,2.96164383561644,0
1.5,50,3.12602739726027,0
1.5,50,3.29041095890411,0
1.5,50,3.45479452054795,0
1.5,50,3.61917808219178,0
1.5,50,3.78356164383562,0
1.5,50,3.94794520547945,0
1.5,50,4.11232876712329,0
1.5,50,4.27671232876712,0
1.5,50,4.44109589041096,0
1.5,50,4.60547945205479,0
1.5,50,4.76986301369863,0
1.5,50,4.93424657534247,0
