"N","R0","yr","prev_sq","prev_vx","p_free_vx","remaining"
10,2,48.4958904109589,0.152050354446036,0.0157596596600854,0.94,0.103647635137073
10,2,48.6602739726027,0.15280334061793,0.0157325237842653,0.9405,0.102959292124397
10,2,48.8246575342466,0.152598486506613,0.0157025231906037,0.941,0.102900910422353
10,2,48.9890410958904,0.15287114609247,0.0158392841635489,0.941,0.103611993292494
10,2,49.1534246575342,0.152500474263812,0.015639596065699,0.9415,0.102554409362976
10,2,49.3178082191781,0.151131212776993,0.0154771437691136,0.9425,0.102408651956969
10,2,49.4821917808219,0.151230402108156,0.0154863661665132,0.9425,0.10240246637338
10,2,49.6465753424658,0.150356320747536,0.0152843132744449,0.943,0.101653945763337
10,2,49.8109589041096,0.150568706237863,0.0146433279779364,0.943971985992996,0.0972534621822644
10,2,49.9753424657534,0.148979351779971,0.0148021480153833,0.9445,0.0993570440368459
20,2,0.00273972602739726,0.500376587301587,0.500082222601959,0,0.999411713683058
20,2,0.167123287671233,0.49969568043746,0.497259873661621,0,0.995125419587964
20,2,0.331506849315069,0.499896220674308,0.497192998319377,0,0.994592432902804
20,2,0.495890410958904,0.499117256053829,0.493465550500449,0,0.988676597563337
20,2,0.66027397260274,0.49821965447096,0.491584896598836,0,0.986683066770681
20,2,0.824657534246575,0.49704920039386,0.487364009149265,0,0.980514622623032
20,2,0.989041095890411,0.496856850456343,0.483392432082515,0,0.972900809636694
20,2,1.15342465753425,0.495466227213016,0.478119393110514,0,0.964988866748644
20,2,1.31780821917808,0.494176166294573,0.471370558693058,0,0.953851259617566
20,2,1.48219178082192,0.492907469026136,0.465300450226599,0,0.943991478047429
20,2,1.64657534246575,0.491118513107255,0.458142150486512,0,0.932854572286219
20,2,1.81095890410959,0.492498134378243,0.450713332755993,0,0.915157441814472
20,2,1.97534246575342,0.492652960174892,0.445339811797842,0,0.903962520878281
20,2,2.13972602739726,0.491726098142091,0.440002813046769,0,0.894812812883534
20,2,2.3041095890411,0.490073651789646,0.435836662316295,0,0.889328901328834
20,2,2.46849315068493,0.489903857647775,0.429568313986054,0,0.876842072745833
