"cell","schedule","yr","p_free"
"200 head, R0 3","18-month immunity, annual whole-herd booster",41,0.86
"200 head, R0 3","18-month immunity, annual whole-herd booster",42,0.893333333333333
"200 head, R0 3","18-month immunity, annual whole-herd booster",43,0.913333333333333
"200 head, R0 3","18-month immunity, annual whole-herd booster",44,0.926666666666667
"200 head, R0 3","18-month immunity, annual whole-herd booster",45,0.936666666666667
"200 head, R0 3","18-month immunity, annual whole-herd booster",46,0.946666666666667
"200 head, R0 3","18-month immunity, annual whole-herd booster",47,0.953333333333333
"200 head, R0 3","18-month immunity, annual whole-herd booster",48,0.96
"200 head, R0 3","18-month immunity, annual whole-herd booster",49,0.96
"200 head, R0 3","18-month immunity, annual whole-herd booster",50,0.97
"200 head, R0 3","18-month immunity, annual whole-herd booster",51,0.976666666666667
"200 head, R0 3","18-month immunity, annual whole-herd booster",52,0.983333333333333
"200 head, R0 3","18-month immunity, annual whole-herd booster",53,0.983333333333333
"200 head, R0 3","18-month immunity, annual whole-herd booster",54,0.983333333333333
"200 head, R0 3","18-month immunity, annual whole-herd booster",55,0.983333333333333
"200 head, R0 3","18-month immunity, annual whole-herd booster",56,0.99
"200 head, R0 3","18-month immunity, annual whole-herd booster",57,0.99
"200 head, R0 3","18-month immunity, annual whole-herd booster",58,0.996666666666667
"200 head, R0 3","18-month immunity, annual whole-herd booster",59,0.996666666666667
"200 head, R0 3","18-month immunity, annual whole-herd booster",60,0.996666666666667
"200 head, R0 3","18-month immunity, six-monthly whole-herd booster",0,0
"200 head, R0 3","18-month immunity, six-monthly whole-herd booster",1,0
"200 head, R0 3","18-month immunity, six-monthly whole-herd booster",2,0
"200 head, R0 3","18-month immunity, six-monthly whole-herd booster",3,0
"200 head, R0 3","18-month immunity, six-monthly whole-herd booster",4,0
"200 head, R0 3","18-month immunity, six-monthly whole-herd booster",5,0
"200 head, R0 3","18-month immunity, six-monthly whole-herd booster",6,0
"200 head, R0 3","18-month immunity, six-monthly whole-herd booster",7,0
"200 head, R0 3","18-month immunity, six-monthly whole-herd booster",8,0
"200 head, R0 3","18-month immunity, six-monthly whole-herd booster",9,0
"200 head, R0 3","18-month immunity, six-monthly whole-herd booster",10,0
"200 head, R0 3","18-month immunity, six-monthly whole-herd booster",11,0
"200 head, R0 3","18-month immunity, six-monthly whole-herd booster",12,0
"200 head, R0 3","18-month immunity, six-monthly whole-herd booster",13,0
"200 head, R0 3","18-month immunity, six-monthly whole-herd booster",14,0
"200 head, R0 3","18-month immunity, six-monthly whole-herd booster",15,0
"200 head, R0 3","18-month immunity, six-monthly whole-herd booster",16,0
"200 head, R0 3","18-month immunity, six-monthly whole-herd booster",17,0
"200 head, R0 3","18-month immunity, six-monthly whole-herd booster",18,0
"200 head, R0 3","18-month immunity, six-monthly whole-herd booster",19,0.00666666666666667
"200 head, R0 3","18-month immunity, six-monthly whole-herd booster",20,0.01
"200 head, R0 3","18-month immunity, six-monthly whole-herd booster",21,0.0266666666666667
"200 head, R0 3","18-month immunity, six-monthly whole-herd booster",22,0.0266666666666667
"200 head, R0 3","18-month immunity, six-monthly whole-herd booster",23,0.0466666666666667
"200 head, R0 3","18-month immunity, six-monthly whole-herd booster",24,0.08
"200 head, R0 3","18-month immunity, six-monthly whole-herd booster",25,0.133333333333333
"200 head, R0 3","18-month immunity, six-monthly whole-herd booster",26,0.183333333333333
"200 head, R0 3","18-month immunity, six-monthly whole-herd booster",27,0.24
"200 head, R0 3","18-month immunity, six-monthly whole-herd booster",28,0.32
"200 head, R0 3","18-month immunity, six-monthly whole-herd booster",29,0.366666666666667
"200 head, R0 3","18-month immunity, six-monthly whole-herd booster",30,0.433333333333333
"200 head, R0 3","18-month immunity, six-monthly whole-herd booster",31,0.51
"200 head, R0 3","18-month immunity, six-monthly whole-herd booster",32,0.566666666666667
"200 head, R0 3","18-month immunity, six-monthly whole-herd booster",33,0.64
"200 head, R0 3","18-month immunity, six-monthly whole-herd booster",34,0.7
"200 head, R0 3","18-month immunity, six-monthly whole-herd booster",35,0.733333333333333
"200 head, R0 3","18-month immunity, six-monthly whole-herd booster",36,0.786666666666667
"200 head, R0 3","18-month immunity, six-monthly whole-herd booster",37,0.826666666666667
"200 head, R0 3","18-month immunity, six-monthly whole-herd booster",38,0.86
"200 head, R0 3","18-month immunity, six-monthly whole-herd booster",39,0.88
"200 head, R0 3","18-month immunity, six-monthly whole-herd booster",40,0.913333333333333
"200 head, R0 3","18-month immunity, six-monthly whole-herd booster",41,0.926666666666667
"200 head, R0 3","18-month immunity, six-monthly whole-herd booster",42,0.936666666666667
"200 head, R0 3","18-month immunity, six-monthly whole-herd booster",43,0.946666666666667
"200 head, R0 3","18-month immunity, six-monthly whole-herd booster",44,0.956666666666667
"200 head, R0 3","18-month immunity, six-monthly whole-herd booster",45,0.956666666666667
"200 head, R0 3","18-month immunity, six-monthly whole-herd booster",46,0.97
"200 head, R0 3","18-month immunity, six-monthly whole-herd booster",47,0.976666666666667
"200 head, R0 3","18-month immunity, six-monthly whole-herd booster",48,0.98
"200 head, R0 3","18-month immunity, six-monthly whole-herd booster",49,0.983333333333333
"200 head, R0 3","18-month immunity, six-monthly whole-herd booster",50,0.986666666666667
"200 head, R0 3","18-month immunity, six-monthly whole-herd booster",51,0.99
"200 head, R0 3","18-month immunity, six-monthly whole-herd booster",52,0.99
"200 head, R0 3","18-month immunity, six-monthly whole-herd booster",53,0.993333333333333
"200 head, R0 3","18-month immunity, six-monthly whole-herd booster",54,1
"200 head, R0 3","18-month immunity, six-monthly whole-herd booster",55,1
"200 head, R0 3","18-month immunity, six-monthly whole-herd booster",56,1
"200 head, R0 3","18-month immunity, six-monthly whole-herd booster",57,1
"200 head, R0 3","18-month immunity, six-monthly whole-herd booster",58,1
"200 head, R0 3","18-month immunity, six-monthly whole-herd booster",59,1
"200 head, R0 3","18-month immunity, six-monthly whole-herd booster",60,1
