"cell","schedule","yr","p_free"
"5 head, R0 2","No vaccination (status quo)",0,0
"5 head, R0 2","No vaccination (status quo)",1,0.00333333333333333
"5 head, R0 2","No vaccination (status quo)",2,0.0533333333333333
"5 head, R0 2","No vaccination (status quo)",3,0.103333333333333
"5 head, R0 2","No vaccination (status quo)",4,0.163333333333333
"5 head, R0 2","No vaccination (status quo)",5,0.216666666666667
"5 head, R0 2","No vaccination (status quo)",6,0.28
"5 head, R0 2","No vaccination (status quo)",7,0.326666666666667
"5 head, R0 2","No vaccination (status quo)",8,0.37
"5 head, R0 2","No vaccination (status quo)",9,0.4
"5 head, R0 2","No vaccination (status quo)",10,0.433333333333333
"5 head, R0 2","No vaccination (status quo)",11,0.466666666666667
"5 head, R0 2","No vaccination (status quo)",12,0.503333333333333
"5 head, R0 2","No vaccination (status quo)",13,0.546666666666667
"5 head, R0 2","No vaccination (status quo)",14,0.573333333333333
"5 head, R0 2","No vaccination (status quo)",15,0.593333333333333
"5 head, R0 2","No vaccination (status quo)",16,0.62
"5 head, R0 2","No vaccination (status quo)",17,0.65
"5 head, R0 2","No vaccination (status quo)",18,0.666666666666667
"5 head, R0 2","No vaccination (status quo)",19,0.676666666666667
"5 head, R0 2","No vaccination (status quo)",20,0.686666666666667
"5 head, R0 2","No vaccination (status quo)",21,0.71
"5 head, R0 2","No vaccination (status quo)",22,0.723333333333333
"5 head, R0 2","No vaccination (status quo)",23,0.733333333333333
"5 head, R0 2","No vaccination (status quo)",24,0.756666666666667
"5 head, R0 2","No vaccination (status quo)",25,0.766666666666667
"5 head, R0 2","No vaccination (status quo)",26,0.78
"5 head, R0 2","No vaccination (status quo)",27,0.78
"5 head, R0 2","No vaccination (status quo)",28,0.783333333333333
"5 head, R0 2","No vaccination (status quo)",29,0.8
"5 head, R0 2","No vaccination (status quo)",30,0.81
"5 head, R0 2","No vaccination (status quo)",31,0.82
"5 head, R0 2","No vaccination (status quo)",32,0.84
"5 head, R0 2","No vaccination (status quo)",33,0.856666666666667
"5 head, R0 2","No vaccination (status quo)",34,0.863333333333333
"5 head, R0 2","No vaccination (status quo)",35,0.87
"5 head, R0 2","No vaccination (status quo)",36,0.886666666666667
"5 head, R0 2","No vaccination (status quo)",37,0.886666666666667
"5 head, R0 2","No vaccination (status quo)",38,0.896666666666667
"5 head, R0 2","No vaccination (status quo)",39,0.91
"5 head, R0 2","No vaccination (status quo)",40,0.913333333333333
"5 head, R0 2","No vaccination (status quo)",41,0.916666666666667
"5 head, R0 2","No vaccination (status quo)",42,0.92
"5 head, R0 2","No vaccination (status quo)",43,0.92
"5 head, R0 2","No vaccination (status quo)",44,0.923333333333333
"5 head, R0 2","No vaccination (status quo)",45,0.923333333333333
"5 head, R0 2","No vaccination (status quo)",46,0.926666666666667
"5 head, R0 2","No vaccination (status quo)",47,0.93
"5 head, R0 2","No vaccination (status quo)",48,0.936666666666667
"5 head, R0 2","No vaccination (status quo)",49,0.936666666666667
"5 head, R0 2","No vaccination (status quo)",50,0.943333333333333
"5 head, R0 2","No vaccination (status quo)",51,0.946666666666667
"5 head, R0 2","No vaccination (status quo)",52,0.953333333333333
"5 head, R0 2","No vaccination (status quo)",53,0.953333333333333
"5 head, R0 2","No vaccination (status quo)",54,0.956666666666667
"5 head, R0 2","No vaccination (status quo)",55,0.96
"5 head, R0 2","No vaccination (status quo)",56,0.963333333333333
"5 head, R0 2","No vaccination (status quo)",57,0.966666666666667
"5 head, R0 2","No vaccination (status quo)",58,0.966666666666667
"5 head, R0 2","No vaccination (status quo)",59,0.97
"5 head, R0 2","No vaccination (status quo)",60,0.973333333333333
"5 head, R0 2","Lifelong immunity, calves only (paper assumption)",0,0
"5 head, R0 2","Lifelong immunity, calves only (paper assumption)",1,0.00666666666666667
"5 head, R0 2","Lifelong immunity, calves only (paper assumption)",2,0.03
"5 head, R0 2","Lifelong immunity, calves only (paper assumption)",3,0.0866666666666667
"5 head, R0 2","Lifelong immunity, calves only (paper assumption)",4,0.143333333333333
"5 head, R0 2","Lifelong immunity, calves only (paper assumption)",5,0.21
"5 head, R0 2","Lifelong immunity, calves only (paper assumption)",6,0.326666666666667
"5 head, R0 2","Lifelong immunity, calves only (paper assumption)",7,0.413333333333333
"5 head, R0 2","Lifelong immunity, calves only (paper assumption)",8,0.473333333333333
"5 head, R0 2","Lifelong immunity, calves only (paper assumption)",9,0.55
"5 head, R0 2","Lifelong immunity, calves only (paper assumption)",10,0.613333333333333
"5 head, R0 2","Lifelong immunity, calves only (paper assumption)",11,0.676666666666667
"5 head, R0 2","Lifelong immunity, calves only (paper assumption)",12,0.716666666666667
"5 head, R0 2","Lifelong immunity, calves only (paper assumption)",13,0.77
"5 head, R0 2","Lifelong immunity, calves only (paper assumption)",14,0.816666666666667
"5 head, R0 2","Lifelong immunity, calves only (paper assumption)",15,0.84
"5 head, R0 2","Lifelong immunity, calves only (paper assumption)",16,0.88
"5 head, R0 2","Lifelong immunity, calves only (paper assumption)",17,0.91
"5 head, R0 2","Lifelong immunity, calves only (paper assumption)",18,0.93
"5 head, R0 2","Lifelong immunity, calves only (paper assumption)",19,0.936666666666667
"5 head, R0 2","Lifelong immunity, calves only (paper assumption)",20,0.946666666666667
"5 head, R0 2","Lifelong immunity, calves only (paper assumption)",21,0.953333333333333
"5 head, R0 2","Lifelong immunity, calves only (paper assumption)",22,0.956666666666667
"5 head, R0 2","Lifelong immunity, calves only (paper assumption)",23,0.956666666666667
"5 head, R0 2","Lifelong immunity, calves only (paper assumption)",24,0.963333333333333
"5 head, R0 2","Lifelong immunity, calves only (paper assumption)",25,0.963333333333333
"5 head, R0 2","Lifelong immunity, calves only (paper assumption)",26,0.973333333333333
"5 head, R0 2","Lifelong immunity, calves only (paper assumption)",27,0.98
"5 head, R0 2","Lifelong immunity, calves only (paper assumption)",28,0.983333333333333
"5 head, R0 2","Lifelong immunity, calves only (paper assumption)",29,0.983333333333333
"5 head, R0 2","Lifelong immunity, calves only (paper assumption)",30,0.99
"5 head, R0 2","Lifelong immunity, calves only (paper assumption)",31,0.996666666666667
"5 head, R0 2","Lifelong immunity, calves only (paper assumption)",32,0.996666666666667
"5 head, R0 2","Lifelong immunity, calves only (paper assumption)",33,0.996666666666667
"5 head, R0 2","Lifelong immunity, calves only (paper assumption)",34,0.996666666666667
"5 head, R0 2","Lifelong immunity, calves only (paper assumption)",35,0.996666666666667
"5 head, R0 2","Lifelong immunity, calves only (paper assumption)",36,0.996666666666667
"5 head, R0 2","Lifelong immunity, calves only (paper assumption)",37,0.996666666666667
"5 head, R0 2","Lifelong immunity, calves only (paper assumption)",38,1
"5 head, R0 2","Lifelong immunity, calves only (paper assumption)",39,1
"5 head, R0 2","Lifelong immunity, calves only (paper assumption)",40,1
"5 head, R0 2","Lifelong immunity, calves only (paper assumption)",41,1
"5 head, R0 2","Lifelong immunity, calves only (paper assumption)",42,1
"5 head, R0 2","Lifelong immunity, calves only (paper assumption)",43,1
"5 head, R0 2","Lifelong immunity, calves only (paper assumption)",44,1
"5 head, R0 2","Lifelong immunity, calves only (paper assumption)",45,1
"5 head, R0 2","Lifelong immunity, calves only (paper assumption)",46,1
"5 head, R0 2","Lifelong immunity, calves only (paper assumption)",47,1
"5 head, R0 2","Lifelong immunity, calves only (paper assumption)",48,1
"5 head, R0 2","Lifelong immunity, calves only (paper assumption)",49,1
"5 head, R0 2","Lifelong immunity, calves only (paper assumption)",50,1
"5 head, R0 2","Lifelong immunity, calves only (paper assumption)",51,1
"5 head, R0 2","Lifelong immunity, calves only (paper assumption)",52,1
"5 head, R0 2","Lifelong immunity, calves only (paper assumption)",53,1
"5 head, R0 2","Lifelong immunity, calves only (paper assumption)",54,1
"5 head, R0 2","Lifelong immunity, calves only (paper assumption)",55,1
"5 head, R0 2","Lifelong immunity, calves only (paper assumption)",56,1
"5 head, R0 2","Lifelong immunity, calves only (paper assumption)",57,1
"5 head, R0 2","Lifelong immunity, calves only (paper assumption)",58,1
"5 head, R0 2","Lifelong immunity, calves only (paper assumption)",59,1
"5 head, R0 2","Lifelong immunity, calves only (paper assumption)",60,1
"5 head, R0 2","18-month immunity, calves only",0,0
"5 head, R0 2","18-month immunity, calves only",1,0.0133333333333333
"5 head, R0 2","18-month immunity, calves only",2,0.05
"5 head, R0 2","18-month immunity, calves only",3,0.116666666666667
"5 head, R0 2","18-month immunity, calves only",4,0.176666666666667
"5 head, R0 2","18-month immunity, calves only",5,0.23
"5 head, R0 2","18-month immunity, calves only",6,0.316666666666667
"5 head, R0 2","18-month immunity, calves only",7,0.4
"5 head, R0 2","18-month immunity, calves only",8,0.446666666666667
"5 head, R0 2","18-month immunity, calves only",9,0.523333333333333
"5 head, R0 2","18-month immunity, calves only",10,0.58
"5 head, R0 2","18-month immunity, calves only",11,0.626666666666667
"5 head, R0 2","18-month immunity, calves only",12,0.666666666666667
"5 head, R0 2","18-month immunity, calves only",13,0.69
"5 head, R0 2","18-month immunity, calves only",14,0.72
"5 head, R0 2","18-month immunity, calves only",15,0.763333333333333
"5 head, R0 2","18-month immunity, calves only",16,0.796666666666667
"5 head, R0 2","18-month immunity, calves only",17,0.806666666666667
"5 head, R0 2","18-month immunity, calves only",18,0.836666666666667
"5 head, R0 2","18-month immunity, calves only",19,0.866666666666667
"5 head, R0 2","18-month immunity, calves only",20,0.88
"5 head, R0 2","18-month immunity, calves only",21,0.9
"5 head, R0 2","18-month immunity, calves only",22,0.906666666666667
"5 head, R0 2","18-month immunity, calves only",23,0.91
"5 head, R0 2","18-month immunity, calves only",24,0.926666666666667
"5 head, R0 2","18-month immunity, calves only",25,0.93
"5 head, R0 2","18-month immunity, calves only",26,0.933333333333333
"5 head, R0 2","18-month immunity, calves only",27,0.946666666666667
"5 head, R0 2","18-month immunity, calves only",28,0.956666666666667
"5 head, R0 2","18-month immunity, calves only",29,0.963333333333333
"5 head, R0 2","18-month immunity, calves only",30,0.966666666666667
"5 head, R0 2","18-month immunity, calves only",31,0.966666666666667
"5 head, R0 2","18-month immunity, calves only",32,0.966666666666667
"5 head, R0 2","18-month immunity, calves only",33,0.97
"5 head, R0 2","18-month immunity, calves only",34,0.976666666666667
"5 head, R0 2","18-month immunity, calves only",35,0.983333333333333
"5 head, R0 2","18-month immunity, calves only",36,0.983333333333333
"5 head, R0 2","18-month immunity, calves only",37,0.983333333333333
"5 head, R0 2","18-month immunity, calves only",38,0.983333333333333
"5 head, R0 2","18-month immunity, calves only",39,0.99
"5 head, R0 2","18-month immunity, calves only",40,0.99
"5 head, R0 2","18-month immunity, calves only",41,0.99
"5 head, R0 2","18-month immunity, calves only",42,0.993333333333333
"5 head, R0 2","18-month immunity, calves only",43,0.993333333333333
"5 head, R0 2","18-month immunity, calves only",44,0.996666666666667
"5 head, R0 2","18-month immunity, calves only",45,0.996666666666667
"5 head, R0 2","18-month immunity, calves only",46,0.996666666666667
"5 head, R0 2","18-month immunity, calves only",47,0.996666666666667
"5 head, R0 2","18-month immunity, calves only",48,0.996666666666667
"5 head, R0 2","18-month immunity, calves only",49,0.996666666666667
"5 head, R0 2","18-month immunity, calves only",50,0.996666666666667
"5 head, R0 2","18-month immunity, calves only",51,0.996666666666667
"5 head, R0 2","18-month immunity, calves only",52,0.996666666666667
"5 head, R0 2","18-month immunity, calves only",53,0.996666666666667
"5 head, R0 2","18-month immunity, calves only",54,0.996666666666667
"5 head, R0 2","18-month immunity, calves only",55,0.996666666666667
"5 head, R0 2","18-month immunity, calves only",56,0.996666666666667
"5 head, R0 2","18-month immunity, calves only",57,1
"5 head, R0 2","18-month immunity, calves only",58,1
"5 head, R0 2","18-month immunity, calves only",59,1
"5 head, R0 2","18-month immunity, calves only",60,1
"5 head, R0 2","18-month immunity, annual whole-herd booster",0,0
"5 head, R0 2","18-month immunity, annual whole-herd booster",1,0.01
"5 head, R0 2","18-month immunity, annual whole-herd booster",2,0.0466666666666667
"5 head, R0 2","18-month immunity, annual whole-herd booster",3,0.113333333333333
"5 head, R0 2","18-month immunity, annual whole-herd booster",4,0.216666666666667
"5 head, R0 2","18-month immunity, annual whole-herd booster",5,0.326666666666667
"5 head, R0 2","18-month immunity, annual whole-herd booster",6,0.42
"5 head, R0 2","18-month immunity, annual whole-herd booster",7,0.486666666666667
"5 head, R0 2","18-month immunity, annual whole-herd booster",8,0.556666666666667
"5 head, R0 2","18-month immunity, annual whole-herd booster",9,0.623333333333333
"5 head, R0 2","18-month immunity, annual whole-herd booster",10,0.66
"5 head, R0 2","18-month immunity, annual whole-herd booster",11,0.686666666666667
"5 head, R0 2","18-month immunity, annual whole-herd booster",12,0.763333333333333
"5 head, R0 2","18-month immunity, annual whole-herd booster",13,0.806666666666667
"5 head, R0 2","18-month immunity, annual whole-herd booster",14,0.856666666666667
"5 head, R0 2","18-month immunity, annual whole-herd booster",15,0.893333333333333
"5 head, R0 2","18-month immunity, annual whole-herd booster",16,0.92
"5 head, R0 2","18-month immunity, annual whole-herd booster",17,0.936666666666667
"5 head, R0 2","18-month immunity, annual whole-herd booster",18,0.95
"5 head, R0 2","18-month immunity, annual whole-herd booster",19,0.96
"5 head, R0 2","18-month immunity, annual whole-herd booster",20,0.963333333333333
"5 head, R0 2","18-month immunity, annual whole-herd booster",21,0.966666666666667
"5 head, R0 2","18-month immunity, annual whole-herd booster",22,0.97
"5 head, R0 2","18-month immunity, annual whole-herd booster",23,0.976666666666667
"5 head, R0 2","18-month immunity, annual whole-herd booster",24,0.98
"5 head, R0 2","18-month immunity, annual whole-herd booster",25,0.986666666666667
"5 head, R0 2","18-month immunity, annual whole-herd booster",26,0.986666666666667
"5 head, R0 2","18-month immunity, annual whole-herd booster",27,0.986666666666667
"5 head, R0 2","18-month immunity, annual whole-herd booster",28,0.99
"5 head, R0 2","18-month immunity, annual whole-herd booster",29,0.993333333333333
"5 head, R0 2","18-month immunity, annual whole-herd booster",30,0.996666666666667
"5 head, R0 2","18-month immunity, annual whole-herd booster",31,1
"5 head, R0 2","18-month immunity, annual whole-herd booster",32,1
"5 head, R0 2","18-month immunity, annual whole-herd booster",33,1
"5 head, R0 2","18-month immunity, annual whole-herd booster",34,1
"5 head, R0 2","18-month immunity, annual whole-herd booster",35,1
"5 head, R0 2","18-month immunity, annual whole-herd booster",36,1
"5 head, R0 2","18-month immunity, annual whole-herd booster",37,1
"5 head, R0 2","18-month immunity, annual whole-herd booster",38,1
"5 head, R0 2","18-month immunity, annual whole-herd booster",39,1
"5 head, R0 2","18-month immunity, annual whole-herd booster",40,1
"5 head, R0 2","18-month immunity, annual whole-herd booster",41,1
"5 head, R0 2","18-month immunity, annual whole-herd booster",42,1
"5 head, R0 2","18-month immunity, annual whole-herd booster",43,1
"5 head, R0 2","18-month immunity, annual whole-herd booster",44,1
"5 head, R0 2","18-month immunity, annual whole-herd booster",45,1
"5 head, R0 2","18-month immunity, annual whole-herd booster",46,1
"5 head, R0 2","18-month immunity, annual whole-herd booster",47,1
"5 head, R0 2","18-month immunity, annual whole-herd booster",48,1
"5 head, R0 2","18-month immunity, annual whole-herd booster",49,1
"5 head, R0 2","18-month immunity, annual whole-herd booster",50,1
"5 head, R0 2","18-month immunity, annual whole-herd booster",51,1
"5 head, R0 2","18-month immunity, annual whole-herd booster",52,1
"5 head, R0 2","18-month immunity, annual whole-herd booster",53,1
"5 head, R0 2","18-month immunity, annual whole-herd booster",54,1
"5 head, R0 2","18-month immunity, annual whole-herd booster",55,1
"5 head, R0 2","18-month immunity, annual whole-herd booster",56,1
"5 head, R0 2","18-month immunity, annual whole-herd booster",57,1
"5 head, R0 2","18-month immunity, annual whole-herd booster",58,1
"5 head, R0 2","18-month immunity, annual whole-herd booster",59,1
"5 head, R0 2","18-month immunity, annual whole-herd booster",60,1
"5 head, R0 2","18-month immunity, six-monthly whole-herd booster",0,0
"5 head, R0 2","18-month immunity, six-monthly whole-herd booster",1,0.01
"5 head, R0 2","18-month immunity, six-monthly whole-herd booster",2,0.0333333333333333
"5 head, R0 2","18-month immunity, six-monthly whole-herd booster",3,0.113333333333333
"5 head, R0 2","18-month immunity, six-monthly whole-herd booster",4,0.186666666666667
"5 head, R0 2","18-month immunity, six-monthly whole-herd booster",5,0.283333333333333
"5 head, R0 2","18-month immunity, six-monthly whole-herd booster",6,0.356666666666667
"5 head, R0 2","18-month immunity, six-monthly whole-herd booster",7,0.476666666666667
"5 head, R0 2","18-month immunity, six-monthly whole-herd booster",8,0.543333333333333
"5 head, R0 2","18-month immunity, six-monthly whole-herd booster",9,0.61
"5 head, R0 2","18-month immunity, six-monthly whole-herd booster",10,0.696666666666667
"5 head, R0 2","18-month immunity, six-monthly whole-herd booster",11,0.743333333333333
"5 head, R0 2","18-month immunity, six-monthly whole-herd booster",12,0.79
"5 head, R0 2","18-month immunity, six-monthly whole-herd booster",13,0.836666666666667
"5 head, R0 2","18-month immunity, six-monthly whole-herd booster",14,0.876666666666667
"5 head, R0 2","18-month immunity, six-monthly whole-herd booster",15,0.9
"5 head, R0 2","18-month immunity, six-monthly whole-herd booster",16,0.923333333333333
"5 head, R0 2","18-month immunity, six-monthly whole-herd booster",17,0.933333333333333
"5 head, R0 2","18-month immunity, six-monthly whole-herd booster",18,0.94
"5 head, R0 2","18-month immunity, six-monthly whole-herd booster",19,0.953333333333333
"5 head, R0 2","18-month immunity, six-monthly whole-herd booster",20,0.963333333333333
"5 head, R0 2","18-month immunity, six-monthly whole-herd booster",21,0.973333333333333
"5 head, R0 2","18-month immunity, six-monthly whole-herd booster",22,0.976666666666667
"5 head, R0 2","18-month immunity, six-monthly whole-herd booster",23,0.983333333333333
"5 head, R0 2","18-month immunity, six-monthly whole-herd booster",24,0.986666666666667
"5 head, R0 2","18-month immunity, six-monthly whole-herd booster",25,0.996666666666667
"5 head, R0 2","18-month immunity, six-monthly whole-herd booster",26,1
"5 head, R0 2","18-month immunity, six-monthly whole-herd booster",27,1
"5 head, R0 2","18-month immunity, six-monthly whole-herd booster",28,1
"5 head, R0 2","18-month immunity, six-monthly whole-herd booster",29,1
"5 head, R0 2","18-month immunity, six-monthly whole-herd booster",30,1
"5 head, R0 2","18-month immunity, six-monthly whole-herd booster",31,1
"5 head, R0 2","18-month immunity, six-monthly whole-herd booster",32,1
"5 head, R0 2","18-month immunity, six-monthly whole-herd booster",33,1
"5 head, R0 2","18-month immunity, six-monthly whole-herd booster",34,1
"5 head, R0 2","18-month immunity, six-monthly whole-herd booster",35,1
"5 head, R0 2","18-month immunity, six-monthly whole-herd booster",36,1
"5 head, R0 2","18-month immunity, six-monthly whole-herd booster",37,1
"5 head, R0 2","18-month immunity, six-monthly whole-herd booster",38,1
"5 head, R0 2","18-month immunity, six-monthly whole-herd booster",39,1
"5 head, R0 2","18-month immunity, six-monthly whole-herd booster",40,1
"5 head, R0 2","18-month immunity, six-monthly whole-herd booster",41,1
"5 head, R0 2","18-month immunity, six-monthly whole-herd booster",42,1
"5 head, R0 2","18-month immunity, six-monthly whole-herd booster",43,1
"5 head, R0 2","18-month immunity, six-monthly whole-herd booster",44,1
"5 head, R0 2","18-month immunity, six-monthly whole-herd booster",45,1
"5 head, R0 2","18-month immunity, six-monthly whole-herd booster",46,1
"5 head, R0 2","18-month immunity, six-monthly whole-herd booster",47,1
"5 head, R0 2","18-month immunity, six-monthly whole-herd booster",48,1
"5 head, R0 2","18-month immunity, six-monthly whole-herd booster",49,1
"5 head, R0 2","18-month immunity, six-monthly whole-herd booster",50,1
"5 head, R0 2","18-month immunity, six-monthly whole-herd booster",51,1
"5 head, R0 2","18-month immunity, six-monthly whole-herd booster",52,1
"5 head, R0 2","18-month immunity, six-monthly whole-herd booster",53,1
"5 head, R0 2","18-month immunity, six-monthly whole-herd booster",54,1
"5 head, R0 2","18-month immunity, six-monthly whole-herd booster",55,1
"5 head, R0 2","18-month immunity, six-monthly whole-herd booster",56,1
"5 head, R0 2","18-month immunity, six-monthly whole-herd booster",57,1
"5 head, R0 2","18-month immunity, six-monthly whole-herd booster",58,1
"5 head, R0 2","18-month immunity, six-monthly whole-herd booster",59,1
"5 head, R0 2","18-month immunity, six-monthly whole-herd booster",60,1
"10 head, R0 3","No vaccination (status quo)",0,0
"10 head, R0 3","No vaccination (status quo)",1,0
"10 head, R0 3","No vaccination (status quo)",2,0
"10 head, R0 3","No vaccination (status quo)",3,0.00333333333333333
"10 head, R0 3","No vaccination (status quo)",4,0.0133333333333333
"10 head, R0 3","No vaccination (status quo)",5,0.0166666666666667
"10 head, R0 3","No vaccination (status quo)",6,0.02
"10 head, R0 3","No vaccination (status quo)",7,0.0266666666666667
"10 head, R0 3","No vaccination (status quo)",8,0.03
"10 head, R0 3","No vaccination (status quo)",9,0.0433333333333333
"10 head, R0 3","No vaccination (status quo)",10,0.0533333333333333
"10 head, R0 3","No vaccination (status quo)",11,0.06
"10 head, R0 3","No vaccination (status quo)",12,0.0733333333333333
"10 head, R0 3","No vaccination (status quo)",13,0.08
"10 head, R0 3","No vaccination (status quo)",14,0.0833333333333333
"10 head, R0 3","No vaccination (status quo)",15,0.09
"10 head, R0 3","No vaccination (status quo)",16,0.103333333333333
"10 head, R0 3","No vaccination (status quo)",17,0.11
"10 head, R0 3","No vaccination (status quo)",18,0.116666666666667
"10 head, R0 3","No vaccination (status quo)",19,0.13
"10 head, R0 3","No vaccination (status quo)",20,0.13
"10 head, R0 3","No vaccination (status quo)",21,0.146666666666667
"10 head, R0 3","No vaccination (status quo)",22,0.163333333333333
"10 head, R0 3","No vaccination (status quo)",23,0.176666666666667
"10 head, R0 3","No vaccination (status quo)",24,0.176666666666667
"10 head, R0 3","No vaccination (status quo)",25,0.183333333333333
"10 head, R0 3","No vaccination (status quo)",26,0.19
"10 head, R0 3","No vaccination (status quo)",27,0.196666666666667
"10 head, R0 3","No vaccination (status quo)",28,0.206666666666667
"10 head, R0 3","No vaccination (status quo)",29,0.21
"10 head, R0 3","No vaccination (status quo)",30,0.216666666666667
"10 head, R0 3","No vaccination (status quo)",31,0.23
"10 head, R0 3","No vaccination (status quo)",32,0.233333333333333
"10 head, R0 3","No vaccination (status quo)",33,0.243333333333333
"10 head, R0 3","No vaccination (status quo)",34,0.246666666666667
"10 head, R0 3","No vaccination (status quo)",35,0.25
"10 head, R0 3","No vaccination (status quo)",36,0.263333333333333
"10 head, R0 3","No vaccination (status quo)",37,0.286666666666667
"10 head, R0 3","No vaccination (status quo)",38,0.293333333333333
"10 head, R0 3","No vaccination (status quo)",39,0.296666666666667
"10 head, R0 3","No vaccination (status quo)",40,0.303333333333333
"10 head, R0 3","No vaccination (status quo)",41,0.303333333333333
"10 head, R0 3","No vaccination (status quo)",42,0.313333333333333
"10 head, R0 3","No vaccination (status quo)",43,0.316666666666667
"10 head, R0 3","No vaccination (status quo)",44,0.323333333333333
"10 head, R0 3","No vaccination (status quo)",45,0.336666666666667
"10 head, R0 3","No vaccination (status quo)",46,0.34
"10 head, R0 3","No vaccination (status quo)",47,0.35
"10 head, R0 3","No vaccination (status quo)",48,0.353333333333333
"10 head, R0 3","No vaccination (status quo)",49,0.356666666666667
"10 head, R0 3","No vaccination (status quo)",50,0.36
"10 head, R0 3","No vaccination (status quo)",51,0.363333333333333
"10 head, R0 3","No vaccination (status quo)",52,0.366666666666667
"10 head, R0 3","No vaccination (status quo)",53,0.373333333333333
"10 head, R0 3","No vaccination (status quo)",54,0.38
"10 head, R0 3","No vaccination (status quo)",55,0.383333333333333
"10 head, R0 3","No vaccination (status quo)",56,0.396666666666667
"10 head, R0 3","No vaccination (status quo)",57,0.396666666666667
"10 head, R0 3","No vaccination (status quo)",58,0.406666666666667
"10 head, R0 3","No vaccination (status quo)",59,0.41
"10 head, R0 3","No vaccination (status quo)",60,0.416666666666667
"10 head, R0 3","Lifelong immunity, calves only (paper assumption)",0,0
"10 head, R0 3","Lifelong immunity, calves only (paper assumption)",1,0
"10 head, R0 3","Lifelong immunity, calves only (paper assumption)",2,0
"10 head, R0 3","Lifelong immunity, calves only (paper assumption)",3,0
"10 head, R0 3","Lifelong immunity, calves only (paper assumption)",4,0.00666666666666667
"10 head, R0 3","Lifelong immunity, calves only (paper assumption)",5,0.02
"10 head, R0 3","Lifelong immunity, calves only (paper assumption)",6,0.0533333333333333
"10 head, R0 3","Lifelong immunity, calves only (paper assumption)",7,0.113333333333333
"10 head, R0 3","Lifelong immunity, calves only (paper assumption)",8,0.17
"10 head, R0 3","Lifelong immunity, calves only (paper assumption)",9,0.23
"10 head, R0 3","Lifelong immunity, calves only (paper assumption)",10,0.276666666666667
"10 head, R0 3","Lifelong immunity, calves only (paper assumption)",11,0.343333333333333
"10 head, R0 3","Lifelong immunity, calves only (paper assumption)",12,0.436666666666667
"10 head, R0 3","Lifelong immunity, calves only (paper assumption)",13,0.503333333333333
"10 head, R0 3","Lifelong immunity, calves only (paper assumption)",14,0.57
"10 head, R0 3","Lifelong immunity, calves only (paper assumption)",15,0.62
"10 head, R0 3","Lifelong immunity, calves only (paper assumption)",16,0.656666666666667
"10 head, R0 3","Lifelong immunity, calves only (paper assumption)",17,0.71
"10 head, R0 3","Lifelong immunity, calves only (paper assumption)",18,0.74
"10 head, R0 3","Lifelong immunity, calves only (paper assumption)",19,0.776666666666667
"10 head, R0 3","Lifelong immunity, calves only (paper assumption)",20,0.83
"10 head, R0 3","Lifelong immunity, calves only (paper assumption)",21,0.843333333333333
"10 head, R0 3","Lifelong immunity, calves only (paper assumption)",22,0.866666666666667
"10 head, R0 3","Lifelong immunity, calves only (paper assumption)",23,0.89
"10 head, R0 3","Lifelong immunity, calves only (paper assumption)",24,0.91
"10 head, R0 3","Lifelong immunity, calves only (paper assumption)",25,0.916666666666667
"10 head, R0 3","Lifelong immunity, calves only (paper assumption)",26,0.94
"10 head, R0 3","Lifelong immunity, calves only (paper assumption)",27,0.953333333333333
"10 head, R0 3","Lifelong immunity, calves only (paper assumption)",28,0.956666666666667
"10 head, R0 3","Lifelong immunity, calves only (paper assumption)",29,0.96
"10 head, R0 3","Lifelong immunity, calves only (paper assumption)",30,0.97
"10 head, R0 3","Lifelong immunity, calves only (paper assumption)",31,0.976666666666667
"10 head, R0 3","Lifelong immunity, calves only (paper assumption)",32,0.976666666666667
"10 head, R0 3","Lifelong immunity, calves only (paper assumption)",33,0.98
"10 head, R0 3","Lifelong immunity, calves only (paper assumption)",34,0.983333333333333
"10 head, R0 3","Lifelong immunity, calves only (paper assumption)",35,0.99
"10 head, R0 3","Lifelong immunity, calves only (paper assumption)",36,0.99
"10 head, R0 3","Lifelong immunity, calves only (paper assumption)",37,0.99
"10 head, R0 3","Lifelong immunity, calves only (paper assumption)",38,0.993333333333333
"10 head, R0 3","Lifelong immunity, calves only (paper assumption)",39,0.993333333333333
"10 head, R0 3","Lifelong immunity, calves only (paper assumption)",40,0.996666666666667
"10 head, R0 3","Lifelong immunity, calves only (paper assumption)",41,1
"10 head, R0 3","Lifelong immunity, calves only (paper assumption)",42,1
"10 head, R0 3","Lifelong immunity, calves only (paper assumption)",43,1
"10 head, R0 3","Lifelong immunity, calves only (paper assumption)",44,1
"10 head, R0 3","Lifelong immunity, calves only (paper assumption)",45,1
"10 head, R0 3","Lifelong immunity, calves only (paper assumption)",46,1
"10 head, R0 3","Lifelong immunity, calves only (paper assumption)",47,1
"10 head, R0 3","Lifelong immunity, calves only (paper assumption)",48,1
"10 head, R0 3","Lifelong immunity, calves only (paper assumption)",49,1
"10 head, R0 3","Lifelong immunity, calves only (paper assumption)",50,1
"10 head, R0 3","Lifelong immunity, calves only (paper assumption)",51,1
"10 head, R0 3","Lifelong immunity, calves only (paper assumption)",52,1
"10 head, R0 3","Lifelong immunity, calves only (paper assumption)",53,1
"10 head, R0 3","Lifelong immunity, calves only (paper assumption)",54,1
