"R0","N","schedule","p_free_20","p_free_50","se_free_20","se_free_50","p_extinct","se_mp20","se_mp50","mp20","mp50","reps"
1.5,20,"Lifelong immunity, calves only (paper assumption)",0.8125,1,0.00872765002735559,0,0,0.00118774317775622,0.000516285461677207,0.129659277325287,0.0531283742215774,2000
1.5,20,"No vaccination (status quo)",0.2445,0.5965,0.00961040451802108,0.0109701355962449,0,0.00260449527650161,0.00282323269205993,0.28619472574105,0.21643343277806,2000
1.5,50,"18-month immunity, annual whole-herd booster",0.684,1,0.0103957683698705,0,0,0.000670000099408038,0.000287839272144895,0.111109028006269,0.045345234842299,2000
1.5,50,"18-month immunity, calves only",0.172,0.76,0.0084384832760396,0.00954986910905066,0,0.00122967239890638,0.0010779320304655,0.191024625772774,0.107437532266123,2000
1.5,50,"18-month immunity, six-monthly whole-herd booster",0.699,0.9995,0.0102566807496383,0.000499874984371065,0,0.000615833377776879,0.000264804815554768,0.103229325934226,0.0421370992439321,2000
1.5,50,"Lifelong immunity, calves only (paper assumption)",0.6305,0.9985,0.0107928158976238,0.000865375640979091,0,0.000763850627970095,0.000332743421322579,0.127471415285874,0.0522024416845185,2000
1.5,50,"No vaccination (status quo)",0.0135,0.0995,0.00258047960658479,0.00669327087454258,0,0.00158885461756085,0.00174705597205626,0.315216103063642,0.291196522025208,2000
1.5,100,"18-month immunity, annual whole-herd booster",0.4795,0.999,0.0111709388593797,0.000706753139363385,0,0.000456876813023865,0.000196862723845854,0.108053001228541,0.0441156958168695,2000
1.5,100,"18-month immunity, calves only",0.0275,0.468,0.00365675744341896,0.0111574190563947,0,0.000898325071305675,0.000843335592280325,0.193440649858465,0.116968915395163,2000
1.5,100,"18-month immunity, six-monthly whole-herd booster",0.5115,0.999,0.0111773822964055,0.000706753139363385,0,0.000451217515946482,0.000193270821460463,0.102192033921876,0.0416766227163833,2000
1.5,100,"Lifelong immunity, calves only (paper assumption)",0.3745,0.999,0.0108224246359122,0.000706753139363385,0,0.000548338462259122,0.000238276362578592,0.128797954929381,0.0528729978181216,2000
1.5,100,"No vaccination (status quo)",0,0.0045,0,0.00149662119455793,0,0.00111304045152102,0.00101699676779494,0.321421485276964,0.313829368425797,2000
1.5,200,"18-month immunity, annual whole-herd booster",0.234,0.9975,0.00946688966873492,0.00111663557170635,0,0.000318515086139599,0.000137174696871563,0.109271200385892,0.0445830619857183,2000
1.5,200,"18-month immunity, calves only",5e-04,0.1705,0.000499874984371093,0.00840921369689224,0,0.000634217128192128,0.000625551569860049,0.197791612749638,0.12412298255275,2000
