"strategy","revacc","redose_V","shape","k","D","f_bar","label","R0","Rv_bar"
"Calves at birth only",FALSE,FALSE,"Near-fixed duration (Erlang k = 20)",20,1.25,0.28723758670078,"R0 median (2.8)",2.80808526201542,2.0895769977272
"Calves at birth only",FALSE,FALSE,"Near-fixed duration (Erlang k = 20)",20,1.5,0.333453936348725,"R0 25th pct (2.0)",1.99157647802648,1.39999707445123
"Calves at birth only",FALSE,FALSE,"Near-fixed duration (Erlang k = 20)",20,1.5,0.333453936348725,"R0 75th pct (4.1)",4.12642819800479,2.90071080316453
"Calves at birth only",FALSE,FALSE,"Near-fixed duration (Erlang k = 20)",20,1.5,0.333453936348725,"R0 90th pct (9.1)",9.1455004281937,6.42891397098205
"Calves at birth only",FALSE,FALSE,"Near-fixed duration (Erlang k = 20)",20,1.5,0.333453936348725,"R0 median (2.8)",2.80808526201542,1.97396946339057
"Calves at birth only",FALSE,FALSE,"Near-fixed duration (Erlang k = 20)",20,2,0.416699872904215,"R0 25th pct (2.0)",1.99157647802648,1.2523107642016
"Calves at birth only",FALSE,FALSE,"Near-fixed duration (Erlang k = 20)",20,2,0.416699872904215,"R0 75th pct (4.1)",4.12642819800479,2.59471353828556
"Calves at birth only",FALSE,FALSE,"Near-fixed duration (Erlang k = 20)",20,2,0.416699872904215,"R0 90th pct (9.1)",9.1455004281937,5.75072499429519
"Calves at birth only",FALSE,FALSE,"Near-fixed duration (Erlang k = 20)",20,2,0.416699872904215,"R0 median (2.8)",2.80808526201542,1.76573455210843
"Calves at birth only",FALSE,FALSE,"Near-fixed duration (Erlang k = 20)",20,2.5,0.489097670068764,"R0 25th pct (2.0)",1.99157647802648,1.12387009819616
"Calves at birth only",FALSE,FALSE,"Near-fixed duration (Erlang k = 20)",20,2.5,0.489097670068764,"R0 75th pct (4.1)",4.12642819800479,2.32859210542924
"Calves at birth only",FALSE,FALSE,"Near-fixed duration (Erlang k = 20)",20,2.5,0.489097670068764,"R0 90th pct (9.1)",9.1455004281937,5.16091376740511
"Calves at birth only",FALSE,FALSE,"Near-fixed duration (Erlang k = 20)",20,2.5,0.489097670068764,"R0 median (2.8)",2.80808526201542,1.58463563613272
"Calves at birth only",FALSE,FALSE,"Near-fixed duration (Erlang k = 20)",20,3,0.552119091638441,"R0 25th pct (2.0)",1.99157647802648,1.01206402569064
"Calves at birth only",FALSE,FALSE,"Near-fixed duration (Erlang k = 20)",20,3,0.552119091638441,"R0 75th pct (4.1)",4.12642819800479,2.09693656250372
"Calves at birth only",FALSE,FALSE,"Near-fixed duration (Erlang k = 20)",20,3,0.552119091638441,"R0 90th pct (9.1)",9.1455004281937,4.64749010767849
"Calves at birth only",FALSE,FALSE,"Near-fixed duration (Erlang k = 20)",20,3,0.552119091638441,"R0 median (2.8)",2.80808526201542,1.42699118317268
"Calves at birth only",FALSE,FALSE,"Near-fixed duration (Erlang k = 20)",20,4,0.654912899524177,"R0 25th pct (2.0)",1.99157647802648,0.829697908720663
"Calves at birth only",FALSE,FALSE,"Near-fixed duration (Erlang k = 20)",20,4,0.654912899524177,"R0 75th pct (4.1)",4.12642819800479,1.71908479746818
"Calves at birth only",FALSE,FALSE,"Near-fixed duration (Erlang k = 20)",20,4,0.654912899524177,"R0 90th pct (9.1)",9.1455004281937,3.81004830253642
"Calves at birth only",FALSE,FALSE,"Near-fixed duration (Erlang k = 20)",20,4,0.654912899524177,"R0 median (2.8)",2.80808526201542,1.16985839866529
"Calves at birth only",FALSE,FALSE,"Near-fixed duration (Erlang k = 20)",20,5,0.733220717732064,"R0 25th pct (2.0)",1.99157647802648,0.690772296091954
"Calves at birth only",FALSE,FALSE,"Near-fixed duration (Erlang k = 20)",20,5,0.733220717732064,"R0 75th pct (4.1)",4.12642819800479,1.43123917782908
"Calves at birth only",FALSE,FALSE,"Near-fixed duration (Erlang k = 20)",20,5,0.733220717732064,"R0 90th pct (9.1)",9.1455004281937,3.17208924658193
"Calves at birth only",FALSE,FALSE,"Near-fixed duration (Erlang k = 20)",20,5,0.733220717732064,"R0 median (2.8)",2.80808526201542,0.973975905754083
"Calves at birth only",FALSE,FALSE,"Near-fixed duration (Erlang k = 20)",20,7,0.839000798084741,"R0 25th pct (2.0)",1.99157647802648,0.503108244108068
"Calves at birth only",FALSE,FALSE,"Near-fixed duration (Erlang k = 20)",20,7,0.839000798084741,"R0 75th pct (4.1)",4.12642819800479,1.04241040604849
"Calves at birth only",FALSE,FALSE,"Near-fixed duration (Erlang k = 20)",20,7,0.839000798084741,"R0 90th pct (9.1)",9.1455004281937,2.31031884172361
"Calves at birth only",FALSE,FALSE,"Near-fixed duration (Erlang k = 20)",20,7,0.839000798084741,"R0 median (2.8)",2.80808526201542,0.70937313282505
"Calves at birth only",FALSE,FALSE,"Near-fixed duration (Erlang k = 20)",20,10,0.92275359121406,"R0 25th pct (2.0)",1.99157647802648,0.354522721472677
"Calves at birth only",FALSE,FALSE,"Near-fixed duration (Erlang k = 20)",20,10,0.92275359121406,"R0 75th pct (4.1)",4.12642819800479,0.734550026503578
"Calves at birth only",FALSE,FALSE,"Near-fixed duration (Erlang k = 20)",20,10,0.92275359121406,"R0 90th pct (9.1)",9.1455004281937,1.62800059992959
"Calves at birth only",FALSE,FALSE,"Near-fixed duration (Erlang k = 20)",20,10,0.92275359121406,"R0 median (2.8)",2.80808526201542,0.499870349043049
"Calves at birth only",FALSE,FALSE,"Near-fixed duration (Erlang k = 20)",20,15,0.975955007580852,"R0 25th pct (2.0)",1.99157647802648,0.260138284125053
"Calves at birth only",FALSE,FALSE,"Near-fixed duration (Erlang k = 20)",20,15,0.975955007580852,"R0 75th pct (4.1)",4.12642819800479,0.53899107708779
"Calves at birth only",FALSE,FALSE,"Near-fixed duration (Erlang k = 20)",20,15,0.975955007580852,"R0 90th pct (9.1)",9.1455004281937,1.19457867428359
"Calves at birth only",FALSE,FALSE,"Near-fixed duration (Erlang k = 20)",20,15,0.975955007580852,"R0 median (2.8)",2.80808526201542,0.366790072988514
"Calves at birth only",FALSE,FALSE,"Near-fixed duration (Erlang k = 20)",20,20,0.992014457920812,"R0 25th pct (2.0)",1.99157647802648,0.231647272269297
"Calves at birth only",FALSE,FALSE,"Near-fixed duration (Erlang k = 20)",20,20,0.992014457920812,"R0 75th pct (4.1)",4.12642819800479,0.479959392385538
"Calves at birth only",FALSE,FALSE,"Near-fixed duration (Erlang k = 20)",20,20,0.992014457920812,"R0 90th pct (9.1)",9.1455004281937,1.06374535505063
"Calves at birth only",FALSE,FALSE,"Near-fixed duration (Erlang k = 20)",20,20,0.992014457920812,"R0 median (2.8)",2.80808526201542,0.326618283767879
"Calves at birth only",FALSE,FALSE,"Near-fixed duration (Erlang k = 20)",20,Inf,0.999684984231343,"R0 25th pct (2.0)",1.99157647802648,0.218039019718495
"Calves at birth only",FALSE,FALSE,"Near-fixed duration (Erlang k = 20)",20,Inf,0.999684984231343,"R0 75th pct (4.1)",4.12642819800479,0.45176390119012
"Calves at birth only",FALSE,FALSE,"Near-fixed duration (Erlang k = 20)",20,Inf,0.999684984231343,"R0 90th pct (9.1)",9.1455004281937,1.00125502093419
"Calves at birth only",FALSE,FALSE,"Near-fixed duration (Erlang k = 20)",20,Inf,0.999684984231343,"R0 median (2.8)",2.80808526201542,0.307430904397162
