"R0","direct_min","indirect_min","duration_min_years","coverage_min","herd"
1.99157647802648,NA,NA,4.63834528192688,0.558919187839298,"R0 25th pct (2.0)"
2.80808526201542,NA,0.152108230772337,9.5453812473183,0.722817082312956,"R0 median (2.8)"
4.12642819800479,0.0679217808724897,0.42299919768297,20.830393660536,0.850538463209303,"R0 75th pct (4.1)"
9.1455004281937,0.579448508438429,0.739658600461885,NA,0.999839034793435,"R0 90th pct (9.1)"
