"R0.1","R0.2","R0.3","R0.4","R0.5","R0.6","R0.7","R0.8","R0.9","R0.10","R0.11","R0.12","R0.13","R0.14","R0.15","R0.16","R0.17","R0.18","R0.19","R0.20","R0.21","R0.22","R0.23","R0.24","R0.25","R0.26","R0.27","R0.28","R0.29","R0.30","R0.31","R0.32","R0.33","R0.34","R0.35","R0.36","R0.37","R0.38","R0.39","R0.40","R0.41","R0.42","R0.43","R0.44","R0.45","R0.46","R0.47","R0.48","R0.49","R0.50","R0.51","R0.52","R0.53","R0.54","R0.55","R0.56","R0.57"
9.14508471713067,12.7247471145897,1.50920427338902,2.80786851131657,3.34977897273424,3.23121521139518,11.6375578120567,2.55960259091861,2.93486781526293,2.23211367841315,2.12737955948309,6.74460526986204,2.87013407433936,1.6223189332928,2.17585054666158,2.66530293546455,2.6652374273836,4.36623844638112,3.08917127538772,4.53389159314212,3.86396973459809,1.77044995468349,1.67652758883614,4.34323124808116,2.19241593367411,2.43792512557911,2.1409169242826,3.95240485821965,2.86123735423159,12.9167901149647,1.64270468688211,3.23210790417524,2.12013973911608,5.86724060967314,1.4292586002449,2.80840594422227,1.33493996786127,1.62585636334379,2.2875441532756,2.78796115888657,1.53760765959984,1.81088317695309,5.32306028871666,1.94314404734762,2.11441846085926,3.92325444514445,6.49046615964294,1.15184127066534,14.3100345737918,6.53914016439088,4.30273930249708,8.92622523947621,3.0617740814963,3.87795597704566,2.18495632597877,5.85751069087118,2.48049536852896
37.1808146609708,12.1389464956828,1.71708589379132,2.30908126971769,2.81771087135888,4.85478418697691,15.1659880011174,3.91487920676926,3.92274170227573,2.5801979658233,2.35129873055203,9.65392170355265,2.64610466344527,2.11350655236832,2.09188227756244,2.4919988010516,2.21921630837645,5.25204258263371,4.11778268011119,4.01885333540844,3.27048135675069,1.70331509304967,2.02643410340231,5.3180599011482,2.62593607494859,2.2498715006579,2.13598027908248,5.35589447093479,2.31354679368126,12.738132093286,1.77152181543079,3.35564585079414,2.23500089675924,6.21507641963865,1.51765941604482,3.30797485572761,1.40138320325046,1.89400703602519,2.07915260462995,3.46727421018618,2.12997564470472,1.48055520465079,2.64280816434882,1.86112792299215,1.78934178225968,5.59371531359722,15.4809488691547,1.27633547153562,14.0893688878271,9.42049906726327,5.26482511251049,15.1858149610184,2.227817112702,3.19758388309596,2.78190015127018,5.66347267606418,1.68028314776384
11.6997893548174,9.78876806215124,1.8433569036718,2.82562499804608,3.32975200446826,5.24596111135996,10.2143481029134,3.62302033150114,3.6762935034568,5.94987674694487,3.53580094503911,6.13746798747627,2.36861544140977,1.441722923479,3.07829571601874,3.04922067909924,2.47128157047471,2.05173859531092,3.24706568408164,5.22169115015375,2.93612471060983,1.79364610322931,1.74131865074375,3.20420130085995,2.2006154843501,2.34603764594877,1.99203950659662,3.3657133902489,2.59676282706601,19.3306796372214,1.7746592684337,3.22636549826008,1.97010550042474,6.46922813492195,1.36424420678921,2.82233819559986,1.32039726497217,1.81062529629232,2.16912544979832,2.52148473467445,2.101638713396,1.85487095845121,5.19970610390938,1.84143841231085,1.93633740380578,3.93485444398601,16.0386747555273,1.22112429981446,17.4295505353215,10.9821489440127,7.08875313097886,9.56800668747625,3.00836833500549,2.46270463786574,2.78816929504897,5.15404383111894,1.85443265810586
18.4987328113768,9.47605768276096,2.2044414901389,2.5707879072704,5.59852668558031,6.36988393372178,5.66785917081799,3.57399479465322,3.11999597603444,2.59299314360573,2.28130739440809,12.1323316642255,2.51650464363802,2.58073357143697,2.07238009843834,2.37447833068783,2.92058803957872,2.54879136806299,3.96103554506918,3.00605497949846,2.32393126904688,1.87002894613685,1.58889495727835,2.75696223055921,2.97009022632305,2.53038955222378,1.83854343863897,3.93179872542391,2.09954460316413,7.39492580528517,1.59626008233169,3.58277930933518,1.93062078549497,5.71135883986267,1.51591736330016,4.08422136676784,1.35489623928239,1.4901526244705,1.8484038005879,3.55333818184108,1.58697226083752,1.5379794245954,5.95736626306157,1.89624547687872,1.78626882310789,5.09863890513877,9.23388337086187,1.37391297639922,13.1530818807619,12.2079612627299,6.86998157414505,13.9011365975456,2.28725355555434,5.31548201778323,2.95386479588471,6.3376939328604,1.62372447562617
13.7580241931079,11.975777904948,1.512809933614,3.38114655523545,3.30124551877601,4.17276985732431,13.5055856453329,3.55069796352546,2.31340056882503,2.35598151430117,2.44719737435997,6.13364051051731,2.66679182815764,1.95896038402257,1.86235222982615,2.73725402717047,2.58196553392015,2.40891293311839,2.93984687659109,3.69216194765565,2.64923801672036,1.63400145332518,1.8174242284681,3.39679224140297,2.54696743917354,2.81910300205553,1.85717490254482,3.0101268268363,2.45580952099349,7.65753991204689,1.74274767872014,3.37711646631147,1.91899705425826,3.46299329058355,1.46705142573744,2.72196643041599,1.38725009527349,1.68958237842824,1.77938568177003,2.32249856470939,2.10449081877154,1.61889325148333,8.95240827190404,1.77343686087469,2.02567317234584,5.81018165412048,6.33902321664543,1.34871040906329,16.6635718902907,10.4020642285455,6.20041760458423,8.88532933576958,3.8704589796375,2.16855301100304,3.37848983899648,2.87520998277688,1.80147145326356
13.1087539458251,7.6065528993127,1.30636813414634,3.32949360363258,3.35358047221674,4.0621417573145,12.9671743219447,5.4804989443925,2.44456836331735,2.79073161508391,2.21736670703912,6.81367286024475,2.04306493261215,3.31715296498094,2.6207899315459,3.79318339924146,1.82629456270009,6.71927740105374,3.10012929925807,2.98290508645846,2.19046885557388,1.56990741720506,1.79275276099456,3.88363028981405,2.08953950320487,3.23065855188785,2.02986462665539,4.20967842021196,2.72371474423301,8.89032608648167,1.6780753785293,3.67861405585449,1.73289102904378,3.8601931608427,1.36182250540058,3.09291457418397,1.52230360487659,1.57385778658303,1.73542803925614,3.30987526991879,1.89441940407086,1.76831557382268,4.31669853376263,1.60634026492965,1.77306463127207,5.89374228782243,8.01534217833414,1.24683582251171,16.3606576365039,12.9876314430136,6.16201335985595,8.39050541681113,2.52567350642277,2.46817633273806,4.24663750961009,3.93818402559133,3.63150949481669
33.0343822450323,7.12183274615663,1.85583986194369,2.34302372764417,2.69690974884676,3.5846936329249,6.57001643730745,3.00773348017738,2.44959547280708,2.18674398117888,2.9235509813848,7.30419828904064,3.2004598493835,1.6775409115911,2.61579105585176,2.99325399162937,2.72532262429606,2.61518581637232,3.13263618251679,8.50844986211145,3.31394789730229,1.81279431268345,1.961559361926,5.50764142462043,2.48704351165614,2.80262967430543,2.02303753081453,3.41454250467218,2.4482718307584,11.3828410645827,1.92834101698263,3.09304603952698,1.90248264338035,6.90153748618719,1.5616816306092,3.50706571569955,1.42787569942863,1.83435153910509,1.75068426665087,2.80589863414295,2.5478392867768,1.78206474824508,6.06005333443151,1.95827339014868,1.62171862333166,4.75095332745634,5.8719637031507,1.36269627537955,12.9491373705087,9.4690639683582,6.25831633814154,10.4905514367511,2.53803543853584,6.21461961516515,2.77414955893238,5.5413160432774,1.80668727774772
25.0276259482343,9.94480461276713,1.65262919621464,2.34446944041985,3.78387492055154,3.7380065630654,9.8958870100801,2.90115791272024,2.52482025432606,1.75410344536584,1.80843557407159,3.8654679331445,2.85752142453317,1.90341535854494,2.58533382100099,4.24294013800218,3.64281962068318,3.36770070914924,3.00503569141871,5.1452738519876,3.78013212900432,1.64579815695211,1.82682249849834,2.67801698916741,2.02252044445455,2.97436095349913,1.8536691033854,3.41362569826092,2.00281511334748,13.8591348315518,1.69467644755779,3.65833090307953,2.13841740803029,4.19138967846908,1.56606699691351,2.76637558848407,1.35885982045296,1.66534536281845,1.90075895345497,2.14667276877216,1.60251946767025,1.82049311766541,2.60074084144156,1.74130947756586,1.80247486393475,6.57946302705184,12.6522904615719,1.14279043344186,46.6164775775523,15.5212229648793,8.34684389670599,7.81030564516848,2.03483290752477,4.19625151823547,3.18287843908429,3.75691250013527,2.00080837593289
17.5428568509204,6.57723663000519,1.49388580360528,2.78109347709837,2.8498481409405,4.13320755757574,20.084949142918,2.98340688770634,2.20586358461061,2.49062369427206,1.90119261825275,8.47664142907726,2.2405614158044,1.40342956762956,2.55880833675155,2.83948800518909,2.72670381215976,3.26740642333158,2.56922385486883,5.7070073392364,2.3278812244971,1.93407723075206,1.74287422941322,2.58420360299681,2.88950446022737,1.99280290736481,2.16054570994963,5.40500650128266,2.31402502909775,11.2219251856317,1.7614528900613,3.76482713535972,1.61467701114872,5.96385083488245,1.5542913784953,2.92539723838842,1.34101797998689,1.64734704566224,1.75311378138673,2.72535633016854,1.98385612065912,1.90238808932228,3.75094800938885,1.9394036783481,2.39981297291881,5.11337476911467,22.7775253379168,1.2787983315428,14.3556987643357,11.4379060721747,8.57242676373332,10.0491388212696,2.56876800549337,4.34468959387412,3.26358173219853,3.49368015607429,1.88510630181277
26.353140639523,9.19876340088267,1.69772124177627,1.94941901452739,2.4009325678233,3.39034897343701,11.9921422297428,3.22827444130794,2.2946885791328,2.49890337086699,1.83883738504922,8.57316652069244,3.4961063901569,1.89858405761893,2.3163924559952,2.38338635384598,2.51750157008621,2.9909638766262,3.07786499290162,5.92931205568857,2.55910888197932,2.2223829938756,1.50820280299487,2.75614484611675,2.59916909947337,3.15213280726707,1.72869646324629,5.27312153134067,2.05763232968316,12.2776655316432,1.72993140533446,3.0004642312887,1.74691094343558,5.33202752493192,1.49334211730885,3.57047535106664,1.30689839068849,1.57579197713216,1.8413477635315,2.82666249286606,1.58601894696376,1.51136006718143,4.5597146823914,1.95455555142596,1.66235837042715,5.23359192577925,9.98564084522335,1.26918383972723,16.5444270400315,20.0140116425091,7.41651589903763,12.5681396828757,1.81033049753174,2.60984073607088,4.88530391060503,3.70141885735665,1.98585302720297
