"beta" "eff_S" "eff_I"
0.00946053663683597 0.467918929371661 0.629969213171216
0.0132703603956456 0.524472030447681 0.614952934282998
0.0124064078419918 0.559409177746706 0.79506384756714
0.00620659843556282 0.676420890442914 0.744755270332246
0.00639510010988737 0.480332930381675 0.556736416282292
0.0107491989075247 0.458643360301411 0.750376703883993
0.0120415871994175 0.634943778995717 0.782919306208131
0.0158895867054714 0.621580725400749 0.75690507027625
0.0142919365620101 0.553577590971031 0.688538007335472
0.00810597254358669 0.536408602066946 0.671081501771506
0.0100952117680194 0.507136554764226 0.855413809281747
0.0101027995300762 0.594080251453301 0.790351194453049
0.00950963950912792 0.569626037535749 0.720599485061812
0.0103038354512864 0.553070718891286 0.70991526078395
0.0083420427152386 0.538470157711404 0.76127718521867
0.00926800975690727 0.458220195154325 0.79224164095862
0.00850241713874819 0.576583429151959 0.833517468084196
0.00891733865049686 0.716539224198747 0.854906287141794
0.00624839943420618 0.685199414137595 0.78238058449826
0.00593094358969425 0.59341741353339 0.827284809068296
0.00606148717490067 0.675571727515664 0.82332269788247
0.00658588602906046 0.472734055298096 0.886001607422815
0.00799101083432467 0.61489248391214 0.906929870130735
0.0100546035925003 0.52670815485158 0.570738369811986
0.00762346905147356 0.641867586336013 0.82958238874662
0.011538825712442 0.598274812792973 0.784237526530969
0.00653639100361197 0.524131558393688 0.844094351063821
0.00644114090829151 0.663952499084388 0.728309551531907
0.00690765677118545 0.585875188110467 0.812244698199785
0.00633169633162039 0.706784482496243 0.908117868280426
0.00761685989984859 0.527724310426003 0.692171967006267
0.00773011695636372 0.513946882646555 0.692332817589397
0.00763657309824935 0.565858181531801 0.610923273545908
0.00400884797961426 0.565499698289553 0.691924538274834
0.0089789302740025 0.490615734378981 0.880732230257478
0.0089789302740025 0.571047622757561 0.785574420551763
0.00763657056772271 0.59445952457112 0.748409800556462
0.00975989089907266 0.59503699485121 0.741531835611702
0.00863314130785365 0.589878283452603 0.891799395003003
0.0102312400803767 0.647100324083343 0.782960941241888
0.00842002426901311 0.590572155177557 0.704953438095136
0.00841181861174927 0.652838904743317 0.822983800481128
0.00523342145919308 0.468162179853608 0.633379149327913
0.00460364026929446 0.382727410322872 0.620982654041284
0.00491430678218764 0.638640562476144 0.788479030497529
0.00852595898953264 0.606656068528278 0.675244027677959
0.0096090651308366 0.512181566297803 0.507478048310924
0.00696927831152576 0.631422351037201 0.620548502651566
0.00725628904594544 0.449334665137788 0.779457004469188
0.00952706718044992 0.493452636117394 0.627861864787743
0.00999793992437091 0.468606769842901 0.616703092546999
0.00692086036732043 0.508952397324086 0.39896018543287
0.00654160615689726 0.452794369229255 0.148548064157969
0.00620024277491462 0.493672536228674 0.304385322660133
0.0120867279061148 0.601377315890964 0.869975576687784
0.00982304514987333 0.652091166471501 0.862763580705009
0.0102123938529308 0.61874967652702 0.712633751849829
0.00837949263517525 0.649790642794169 0.556825440634418
0.00303694675968589 0.544175696688681 0.757072228349365
0.0051832552682353 0.578093656701044 0.752810239044738
0.00440353092189548 0.599779198106963 0.726351522065361
0.011290947584906 0.650823855804496 0.740111518084475
0.00922197640682208 0.446176063589438 0.767295959112437
0.00882654283093954 0.491234799066611 0.737274864481616
0.00852266319189505 0.536549317798305 0.796628371979679
0.0111214074845892 0.491290374284723 0.821790975419847
0.00980567553224575 0.604792792811845 0.683757231425287
0.00804947816405658 0.639903037462585 0.786610816881761
0.00672369421915252 0.619250014082457 0.715441367501291
0.00999796251971923 0.603729459354054 0.60845971828085
0.00691027644931867 0.595239581970975 0.598190604284164
0.0102261227560663 0.527583809836756 0.6470183017861
0.0105503794658343 0.54711058792116 0.860517706165671
0.00809366644182376 0.551464823024534 0.699434441876245
0.00681887470124142 0.626868776206699 0.818254113614294
0.00689236486705495 0.556210395820802 0.792060335177806
0.00587009318946811 0.561990662342712 0.800951417230979
0.00630246568044626 0.53331378173048 0.825457993420227
0.0100761746867972 0.609685287556053 0.859005936518646
0.00676295489848741 0.598824346160339 0.832352954232602
0.0117926301673256 0.473038829054768 0.880164186953663
0.012195965773034 0.445059154599662 0.923720353634376
0.00875468789940663 0.441611099580289 0.889057012335924
0.00887309590002527 0.469141041106999 0.818781683720565
0.00616326964896236 0.61191877472179 0.574766814475686
0.00641507156191696 0.672249030956435 0.424353225384149
0.00730767751361217 0.575199392537643 0.768018011734998
0.0074703186519323 0.614830540988081 0.797525511979852
0.00662534058177534 0.623902876938886 0.654554712620527
0.00701028410021143 0.632295982842571 0.610212112124267
0.0102281454490006 0.680510676053472 0.661535986122258
0.00845339082693854 0.676358370689766 0.846063905933878
0.008396438023141 0.657274969580719 0.739774050926043
0.0052148760239666 0.700635513425689 0.855867172875676
0.00550930357934784 0.586107262915917 0.714996262088687
0.0056651865269897 0.6046215840361 0.779873656212016
